year,transect,site,treat,plot,Source,plant,tbo,Ln.tot,Fr.tot,aveseed1,aveseed2,totgoodseed,totbadseed,plotID,subplotID
2012,HB,M,TR,21,M,2.4,0,28,10,2.5,1.333333333,22,0,HB.M.21,HB.M.21.M
2012,HB,M,TR,22,M,4.5,1,51,46,5.363636364,8.142857143,361,1.818181818,HB.M.22,HB.M.22.M
2012,HB,M,TR,23,L,2.3,1,38,35,5.846153846,6.25,213,0,HB.M.23,HB.M.23.L
2012,HB,M,TR,23,L,3.2,0,53,31,8.444444444,8.666666667,266,20.11111111,HB.M.23,HB.M.23.L
2012,HB,M,TR,24,M,2.1,0,28,17,9.5,12.5,170,12.33333333,HB.M.24,HB.M.24.M
2012,HB,M,TR,24,M,2.3,0,20,12,5.833333333,NA,70,0,HB.M.24,HB.M.24.M
2012,HB,M,TR,27,L,2.4,1,60,45,7.333333333,12.2,457,2.111111111,HB.M.27,HB.M.27.L
2012,HB,M,TR,27,L,3.4,0,54,32,6.1,13,285,0,HB.M.27,HB.M.27.L
2012,HB,M,TR,27,L,4.2,0,64,51,5.461538462,9,378,3.538461538,HB.M.27,HB.M.27.L
2012,HB,M,TR,27,L,4.4,1,NA,8,6.583333333,NA,53,1.333333333,HB.M.27,HB.M.27.L
2012,HB,M,TR,27,L,5.2,1,NA,1,10,NA,10,3,HB.M.27,HB.M.27.L
2012,HB,M,TR,27,L,5.3,0,84,71,5.866666667,12,705,3.2,HB.M.27,HB.M.27.L
2012,HB,M,TR,27,M,2.1,0,33,9,NA,3.166666667,28,0,HB.M.27,HB.M.27.M
2012,HB,M,TR,27,M,2.2,0,12,1,7,NA,7,0,HB.M.27,HB.M.27.M
2012,HB,M,TR,28,H,5.4,0,11,2,9.5,NA,19,0,HB.M.28,HB.M.28.H
2012,HB,M,TR,29,H,2.4,0,11,7,9.75,NA,68,0,HB.M.29,HB.M.29.H
2012,HB,M,TR,29,L,2.3,0,63,47,6.272727273,7,316,22.60606061,HB.M.29,HB.M.29.L
2012,HB,M,TR,29,L,2.5,0,22,5,8.4,NA,42,0,HB.M.29,HB.M.29.L
2012,HB,M,TR,29,L,4.4,1,21,8,8.666666667,NA,69,2.666666667,HB.M.29,HB.M.29.L
2012,HB,M,TR,29,M,1.4,0,59,25,5.285714286,7.5,156,0,HB.M.29,HB.M.29.M
2012,HB,M,TR,29,M,5.2,0,79,62,7.133333333,9.857142857,554,7.257142857,HB.M.29,HB.M.29.M
2012,HB,M,TR,29,M,5.3,0,13,1,9,NA,9,0,HB.M.29,HB.M.29.M
2012,HB,M,TR,29,M,5.4,0,67,54,11.33333333,8.833333333,527,10,HB.M.29,HB.M.29.M
2012,HB,M,TR,30,H,1.3,0,13,8,11.5,NA,92,2,HB.M.30,HB.M.30.H
2012,HB,M,TR,30,H,2.4,0,18,14,10.75,NA,150,3.5,HB.M.30,HB.M.30.H
2012,HB,M,TR,30,H,4.5,0,14,9,12,NA,108,0,HB.M.30,HB.M.30.H
2012,HB,M,TR,30,H,5.1,0,9,3,9,NA,27,0,HB.M.30,HB.M.30.H
2012,HB,M,TR,30,H,5.3,0,24,15,7.428571429,16,120,1,HB.M.30,HB.M.30.H
2012,HB,M,TR,30,M,4.2,0,29,18,9.6,5.5,165,0,HB.M.30,HB.M.30.M
2012,HB,M,TR,30,M,5.2,0,56,33,5.428571429,8.75,232,2.428571429,HB.M.30,HB.M.30.M
2012,HB,M,TR,30,M,5.4,0,60,35,7.5,9.4,299,0,HB.M.30,HB.M.30.M
2012,HB,M,TR,30,M,5.5,0,14,5,8,NA,40,0,HB.M.30,HB.M.30.M
2013,HB,A,OTC,34,H,5.3,0,8,1,4,NA,4,0,HB.A.34,HB.A.34.H
2013,HB,A,OTC,40,MT,1.3,0,10,5,8.5,NA,42,0,HB.A.40,HB.A.40.MT
2013,HB,A,OTC,51,MT,4.3,0,9,2,10,NA,20,0,HB.A.51,HB.A.51.MT
2013,HB,A,OTC,51,MT,4.4,0,10,2,10,NA,20,0,HB.A.51,HB.A.51.MT
2013,HB,A,OTC,51,MT,5.2,0,12,3,8,NA,24,0.75,HB.A.51,HB.A.51.MT
2013,HB,A,OTC,52,M,1.1,0,NA,29,6.75,14,370,1,HB.A.52,HB.A.52.M
2013,HB,A,OTC,52,MT,1.4,0,7,2,11,NA,22,0,HB.A.52,HB.A.52.MT
2013,HB,A,OTC,52,MT,2.3,0,13,8,7.8,NA,62,1.333333333,HB.A.52,HB.A.52.MT
2013,HB,A,OTC,52,MT,2.4,0,8,2,9,NA,18,0,HB.A.52,HB.A.52.MT
2013,HB,A,OTC,52,MT,2.5,0,13,5,12.25,NA,61,2,HB.A.52,HB.A.52.MT
2013,HB,A,OTC,52,MT,4.1,0,10,4,14.5,NA,58,0,HB.A.52,HB.A.52.MT
2013,HB,A,OTC,53,MT,5.2,0,12,9,8.6,NA,77,0,HB.A.53,HB.A.53.MT
2013,HB,A,OTC,59,H,5.4,0,7,1,7,NA,7,0,HB.A.59,HB.A.59.H
2013,HB,A,OTC,59,MT,2.1,0,8,2,5,NA,10,0,HB.A.59,HB.A.59.MT
2013,HB,A,TR,39,MT,4.4,0,8,3,11.66666667,NA,35,0,HB.A.39,HB.A.39.MT
2013,HB,H,OTC,32,H,1.3,0,10,8,5.333333333,NA,43,0,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,1.5,0,6,2,7.9,NA,16,0,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,3.1,0,8,3,7.9,NA,24,0,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,3.4,0,11,9,13.25,NA,119,3.857142857,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,3.5,0,8,2,5,NA,10,0,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,4.1,0,11,6,11,NA,66,3.6,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,4.4,0,9,7,7.9,NA,55,0,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,5.1,0,10,7,13.5,NA,94,2.333333333,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,H,5.5,0,7,3,7,NA,21,3,HB.H.32,HB.H.32.H
2013,HB,H,OTC,32,M,1.1,0,20,9,12.66666667,NA,114,0,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,1.2,0,10,2,9.5,NA,19,2,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,1.3,0,11,1,10,NA,10,0,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,1.4,0,12,8,10,NA,80,4,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,2.1,0,34,20,14.33333333,9.333333333,252,0,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,2.2,0,11,4,8.333333333,NA,33,0,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,3.2,0,24,10,10,NA,100,5,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,3.5,0,22,8,11.33333333,NA,91,3,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,4.2,0,21,8,11.8,NA,94,1.142857143,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,4.3,0,19,11,10.4,5.666666667,91,1.714285714,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,5.1,0,28,17,11.33333333,8,176,14,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,M,5.4,0,16,3,7.333333333,NA,22,0,HB.H.32,HB.H.32.M
2013,HB,H,OTC,32,MT,1.1,0,7,4,1,NA,4,0,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,1.2,0,8,1,7.96,NA,8,0,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,1.4,0,24,12,11,7.5,122,0,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,2.2,0,9,5,6.5,NA,32,5,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,2.3,0,10,5,12.5,NA,62,0,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,2.4,0,9,4,13,NA,52,2,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,2.5,0,8,4,10.5,NA,42,4,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,3.2,0,11,4,2,NA,8,20.8,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,3.3,0,11,2,1,NA,2,3,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,3.4,0,9,4,13,NA,52,0.8,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,3.5,0,7,3,8,NA,24,0,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,4.1,0,16,5,3.5,NA,18,28.75,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,4.4,0,7,3,12,NA,36,0.75,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,5.1,0,12,12,5.5,NA,66,66,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,5.4,0,11,6,11.5,NA,69,3.6,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,32,MT,5.5,0,10,7,8.333333333,NA,58,6,HB.H.32,HB.H.32.MT
2013,HB,H,OTC,34,H,1.5,0,6,2,9,NA,18,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,2.3,0,26,18,11.8,12.75,219,5.875,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,2.5,0,7,3,8.5,NA,26,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,3.1,0,12,7,11.75,NA,82,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,3.3,0,6,1,9.3,NA,9,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,3.5,0,11,12,12.2,NA,146,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,4.2,0,6,3,8,NA,24,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,4.4,0,12,7,8,NA,56,2.8,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,4.5,0,10,8,10.75,NA,86,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,5.1,0,29,16,12.66666667,9.5,180,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,5.2,0,10,5,5,NA,25,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,5.3,0,12,11,9,NA,99,2.75,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,H,5.4,0,8,3,10.66666667,NA,32,0,HB.H.34,HB.H.34.H
2013,HB,H,OTC,34,M,1.3,0,28,18,10.5,4,137,0,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,2.5,0,8,14,12,NA,168,7,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,3.1,0,24,10,14.66666667,NA,147,0,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,3.2,0,9,9,11,NA,99,0,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,3.3,0,6,4,7.5,NA,30,0,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,3.4,0,8,8,10.66666667,NA,85,2.666666667,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,4.1,0,6,6,11,NA,66,0,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,4.2,0,NA,3,6.333333333,NA,19,0.75,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,4.3,0,8,5,10.66666667,NA,53,3.333333333,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,5.1,0,18,7,9,1,39,1.5,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,5.2,0,32,15,12.66666667,8.6,157,0,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,M,5.3,0,24,7,11.4,6,74,2.571428571,HB.H.34,HB.H.34.M
2013,HB,H,OTC,34,MT,1.1,1,12,2,NA,10,20,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,1.3,0,8,2,4.5,NA,9,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,2.1,0,11,6,8.5,NA,51,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,2.3,0,10,6,9.5,NA,57,1.2,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,2.5,0,9,3,9,NA,27,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,3.2,0,10,4,7.333333333,NA,29,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,4.1,0,9,5,9.333333333,NA,47,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,4.2,0,10,5,11,NA,55,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,4.3,0,11,4,6.75,NA,27,4,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,5.1,0,11,5,9.666666667,NA,48,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,5.2,0,9,2,9,NA,18,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,34,MT,5.3,0,10,9,12,NA,108,0,HB.H.34,HB.H.34.MT
2013,HB,H,OTC,36,H,1.1,0,13,6,8.666666667,NA,52,1.2,HB.H.36,HB.H.36.H
2013,HB,H,OTC,36,H,4.3,0,8,3,9.666666667,NA,29,0,HB.H.36,HB.H.36.H
2013,HB,H,OTC,36,H,5.1,0,9,7,9,NA,63,0,HB.H.36,HB.H.36.H
2013,HB,H,OTC,36,H,5.4,0,8,3,2,NA,6,2,HB.H.36,HB.H.36.H
2013,HB,H,OTC,36,H,5.5,0,13,8,7,NA,56,2.666666667,HB.H.36,HB.H.36.H
2013,HB,H,OTC,36,M,2.5,0,22,12,11,NA,132,8,HB.H.36,HB.H.36.M
2013,HB,H,OTC,36,M,5.3,0,21,7,11.25,NA,79,5.25,HB.H.36,HB.H.36.M
2013,HB,H,OTC,36,M,5.5,0,20,9,9.666666667,NA,87,1.5,HB.H.36,HB.H.36.M
2013,HB,H,OTC,36,MT,1.4,1,8,2,7.5,NA,15,0,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,1.5,0,10,4,7,NA,28,4,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,2.2,0,14,11,12.33333333,14,137,1,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,2.5,0,8,2,6,NA,12,0,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,3.1,1,6,4,9.3,NA,37,0,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,3.5,0,11,1,11,NA,11,0,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,4.3,0,8,1,11,NA,11,0,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,5.1,0,18,12,8.75,11.5,116,2,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,36,MT,5.5,0,7,2,10.5,NA,21,0,HB.H.36,HB.H.36.MT
2013,HB,H,OTC,38,H,1.4,0,19,4,11.8,NA,47,0,HB.H.38,HB.H.38.H
2013,HB,H,OTC,38,H,2.4,0,22,12,12.6,2,119,0,HB.H.38,HB.H.38.H
2013,HB,H,OTC,38,H,3.3,0,9,7,11,NA,77,2.8,HB.H.38,HB.H.38.H
2013,HB,H,OTC,38,H,5.5,1,11,3,NA,7.666666667,23,0,HB.H.38,HB.H.38.H
2013,HB,H,OTC,38,M,1.2,0,39,24,11,9.75,250,0,HB.H.38,HB.H.38.M
2013,HB,H,OTC,38,M,1.5,0,31,22,12.25,11.25,260,4.333333333,HB.H.38,HB.H.38.M
2013,HB,H,OTC,38,M,2.4,0,39,39,12.6,9.25,431,0,HB.H.38,HB.H.38.M
2013,HB,H,OTC,38,M,3.1,0,22,9,11.8,NA,106,1.125,HB.H.38,HB.H.38.M
2013,HB,H,OTC,38,M,5.3,1,26,24,12.5,9,268,5.625,HB.H.38,HB.H.38.M
2013,HB,H,OTC,38,MT,2.2,2,12,14,15,10.5,188,0,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,2.3,0,27,27,13.5,10,319,6.083333333,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,2.4,3,88,99,12,9.25,941,0,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,3.2,0,11,8,13,3,104,0,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,3.4,0,26,21,12.75,11.33333333,256,2.666666667,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,4.2,2,11,7,10.66666667,NA,75,1.166666667,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,4.3,0,24,16,12.4,12.66666667,199,1.444444444,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,38,MT,5.4,0,9,4,14,NA,56,0,HB.H.38,HB.H.38.MT
2013,HB,H,OTC,40,H,1.5,0,12,6,11.5,NA,69,1.2,HB.H.40,HB.H.40.H
2013,HB,H,OTC,40,H,2.1,0,13,6,11.5,NA,69,1.2,HB.H.40,HB.H.40.H
2013,HB,H,OTC,40,H,2.4,0,27,24,11.57142857,12,280,4.071428571,HB.H.40,HB.H.40.H
2013,HB,H,OTC,40,H,3.2,0,10,6,9.666666667,NA,58,0,HB.H.40,HB.H.40.H
2013,HB,H,OTC,40,M,2.1,0,31,6,8,9,51,0,HB.H.40,HB.H.40.M
2013,HB,H,OTC,40,M,2.5,0,15,14,13,NA,182,1.75,HB.H.40,HB.H.40.M
2013,HB,H,OTC,40,M,3.2,0,27,22,12.16666667,11.5,264,4.7,HB.H.40,HB.H.40.M
2013,HB,H,OTC,40,M,4.5,0,35,23,12.75,9.666666667,259,2.75,HB.H.40,HB.H.40.M
2013,HB,H,OTC,40,M,5.1,0,34,20,13.33333333,9.5,240,0,HB.H.40,HB.H.40.M
2013,HB,H,OTC,40,M,5.2,0,16,6,13.25,NA,80,0,HB.H.40,HB.H.40.M
2013,HB,H,OTC,40,MT,1.2,0,16,10,10,4,94,7.875,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,40,MT,1.4,0,9,2,9,NA,18,0,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,40,MT,1.5,0,26,18,11.66666667,7,168,6.107142857,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,40,MT,2.5,2,12,9,9.666666667,NA,87,0,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,40,MT,3.1,0,16,9,14.75,NA,133,0,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,40,MT,4.5,0,8,3,14,NA,42,0,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,40,MT,5.5,0,30,17,12.66666667,11.5,204,6.166666667,HB.H.40,HB.H.40.MT
2013,HB,H,OTC,42,H,3.4,2,11,8,14.33333333,NA,115,2,HB.H.42,HB.H.42.H
2013,HB,H,OTC,42,H,4.2,0,17,5,9.666666667,5,44,1,HB.H.42,HB.H.42.H
2013,HB,H,OTC,42,M,4.3,0,15,6,12.33333333,NA,74,6,HB.H.42,HB.H.42.M
2013,HB,H,OTC,42,MT,4.3,0,11,3,0.666666667,NA,2,8,HB.H.42,HB.H.42.MT
2013,HB,H,OTC,44,H,1.2,0,11,2,13.5,NA,27,0,HB.H.44,HB.H.44.H
2013,HB,H,OTC,44,H,2.2,0,15,1,13.5,NA,14,0,HB.H.44,HB.H.44.H
2013,HB,H,OTC,44,H,2.4,0,10,1,15,NA,15,0,HB.H.44,HB.H.44.H
2013,HB,H,OTC,44,H,5.1,0,8,5,12,NA,60,0,HB.H.44,HB.H.44.H
2013,HB,H,OTC,44,M,1.2,0,17,11,10.2,NA,112,1.375,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,1.4,0,24,22,12.16666667,12.33333333,269,5.625,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,2.2,0,31,19,13,12,239,1.1,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,2.5,0,22,10,9.857142857,NA,99,0,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,3.2,0,12,8,9,NA,72,0,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,3.5,0,27,16,6.5,11.66666667,150,1,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,4.3,0,43,31,9.333333333,10.5,304,19.35714286,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,M,5.3,0,13,4,8.5,NA,34,5,HB.H.44,HB.H.44.M
2013,HB,H,OTC,44,MT,2.4,0,8,3,12,NA,36,0,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,2.5,0,13,7,10,NA,70,0,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,3.1,2,12,11,10.5,15,129,4,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,3.2,0,13,3,11,NA,33,0,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,3.4,0,10,6,11.33333333,NA,68,2,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,4.1,0,9,3,11.6,NA,35,0,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,5.1,1,18,12,13.5,13.5,162,5.5,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,44,MT,5.5,0,14,7,14.66666667,NA,103,0,HB.H.44,HB.H.44.MT
2013,HB,H,OTC,46,H,2.2,0,12,12,12.5,NA,150,0,HB.H.46,HB.H.46.H
2013,HB,H,OTC,46,H,2.4,0,14,5,10.75,NA,54,0,HB.H.46,HB.H.46.H
2013,HB,H,OTC,46,M,2.1,0,20,7,9.6,NA,67,2,HB.H.46,HB.H.46.M
2013,HB,H,OTC,46,M,3.1,0,32,26,10.66666667,9.666666667,266,6,HB.H.46,HB.H.46.M
2013,HB,H,OTC,46,M,4.2,1,20,24,5.25,7.25,148,62.55,HB.H.46,HB.H.46.M
2013,HB,H,OTC,46,M,5.4,0,18,9,9.333333333,NA,84,1.5,HB.H.46,HB.H.46.M
2013,HB,H,OTC,46,MT,2.5,0,9,2,9.5,NA,19,0,HB.H.46,HB.H.46.MT
2013,HB,H,OTC,46,MT,3.5,0,11,6,11.75,NA,70,0,HB.H.46,HB.H.46.MT
2013,HB,H,OTC,46,MT,4.1,1,16,8,NA,9.666666667,77,0,HB.H.46,HB.H.46.MT
2013,HB,H,OTC,46,MT,5.1,0,NA,5,14,NA,70,0,HB.H.46,HB.H.46.MT
2013,HB,H,OTC,48,H,1.2,1,22,5,NA,3.666666667,18,1.666666667,HB.H.48,HB.H.48.H
2013,HB,H,OTC,48,H,1.5,0,8,2,9,NA,18,4,HB.H.48,HB.H.48.H
2013,HB,H,OTC,48,M,1.4,0,26,16,13,9,188,5.5,HB.H.48,HB.H.48.M
2013,HB,H,OTC,48,M,2.1,0,28,15,12.66666667,9.5,177,0,HB.H.48,HB.H.48.M
2013,HB,H,OTC,48,M,4.1,0,26,15,10.57142857,12,167,3.272727273,HB.H.48,HB.H.48.M
2013,HB,H,OTC,48,M,4.2,0,15,10,13,NA,130,0,HB.H.48,HB.H.48.M
2013,HB,H,OTC,48,M,5.1,0,26,9,13,8,112,1,HB.H.48,HB.H.48.M
2013,HB,H,OTC,48,MT,1.4,0,10,6,6,NA,36,0,HB.H.48,HB.H.48.MT
2013,HB,H,OTC,48,MT,3.2,0,14,13,10.5,11,136,0,HB.H.48,HB.H.48.MT
2013,HB,H,OTC,48,MT,3.4,0,10,7,11,NA,77,0.875,HB.H.48,HB.H.48.MT
2013,HB,H,OTC,48,MT,4.1,0,9,5,13.33333333,NA,67,0,HB.H.48,HB.H.48.MT
2013,HB,H,OTC,48,MT,5.1,0,11,8,9.25,NA,74,2,HB.H.48,HB.H.48.MT
2013,HB,H,OTC,50,M,1.2,0,37,16,9.333333333,8,139,2.666666667,HB.H.50,HB.H.50.M
2013,HB,H,OTC,50,M,2.1,0,13,7,13,NA,91,0,HB.H.50,HB.H.50.M
2013,HB,H,OTC,50,M,2.4,0,17,3,10,NA,30,0,HB.H.50,HB.H.50.M
2013,HB,H,OTC,50,MT,1.3,0,9,4,10.33333333,NA,41,0,HB.H.50,HB.H.50.MT
2013,HB,H,OTC,50,MT,5.5,0,14,11,13.75,NA,151,4.4,HB.H.50,HB.H.50.MT
2013,HB,H,TR,31,F,1.2,0,17,4,9,NA,36,0,HB.H.31,HB.H.31.F
2013,HB,H,TR,31,F,2.3,0,28,12,10.66666667,6.666666667,104,0,HB.H.31,HB.H.31.F
2013,HB,H,TR,31,F,2.5,0,26,6,9,7,52,0,HB.H.31,HB.H.31.F
2013,HB,H,TR,31,F,3.3,0,22,10,9.666666667,6.333333333,83,0,HB.H.31,HB.H.31.F
2013,HB,H,TR,31,F,3.4,0,14,3,9,NA,27,0,HB.H.31,HB.H.31.F
2013,HB,H,TR,31,F,5.3,0,23,4,9.333333333,NA,37,1.333333333,HB.H.31,HB.H.31.F
2013,HB,H,TR,31,H,2.1,0,8,6,11,NA,66,1,HB.H.31,HB.H.31.H
2013,HB,H,TR,31,H,3.3,0,8,6,11,NA,66,3,HB.H.31,HB.H.31.H
2013,HB,H,TR,31,H,3.5,0,9,4,14,NA,56,0.8,HB.H.31,HB.H.31.H
2013,HB,H,TR,31,H,4.2,0,6,2,6,NA,12,2,HB.H.31,HB.H.31.H
2013,HB,H,TR,31,L,2.1,0,33,17,11.66666667,7.25,172,3,HB.H.31,HB.H.31.L
2013,HB,H,TR,31,L,3.3,0,13,1,5,NA,5,0,HB.H.31,HB.H.31.L
2013,HB,H,TR,31,L,5.1,0,14,5,10.33333333,NA,52,0,HB.H.31,HB.H.31.L
2013,HB,H,TR,31,M,1.3,0,14,8,11.66666667,NA,93,4.8,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,1.4,0,20,10,10.8,8,102,3.428571429,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,3.1,0,10,1,1,NA,1,0,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,3.2,0,27,19,15.33333333,4.25,247,7,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,3.3,0,13,6,11.2,NA,67,3.6,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,3.5,0,16,8,9.625,NA,77,4,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,5.1,0,11,3,5,NA,15,0,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,5.3,0,11,2,6,NA,12,0,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,M,5.4,1,18,1,7,11,7,0,HB.H.31,HB.H.31.M
2013,HB,H,TR,31,MT,1.5,0,13,11,11,NA,121,0,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,2.4,0,6,2,8.5,NA,17,0,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,2.5,1,10,3,NA,6.666666667,20,0,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,3.1,0,9,4,12.33333333,NA,49,1,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,3.2,0,9,5,12,NA,60,0,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,4.3,0,10,6,9,NA,54,0,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,4.4,0,17,9,14,NA,126,0,HB.H.31,HB.H.31.MT
2013,HB,H,TR,31,MT,5.4,0,6,3,7.5,NA,22,3,HB.H.31,HB.H.31.MT
2013,HB,H,TR,33,F,1.2,0,14,4,8.25,NA,33,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,1.4,0,14,3,8,NA,24,0,HB.H.33,HB.H.33.F
2013,HB,H,TR,33,F,1.5,0,17,8,7,NA,56,0,HB.H.33,HB.H.33.F
