year,transect,site,treat,plot,Source,plant,tbo,Ln.tot,Fr.tot,aveseed1,aveseed2,totgoodseed,totbadseed,plotID,subplotID
2012,HB,H,OTC,28,H,5.3,0,7,1,4,NA,4,0,HB.H.28,HB.H.28.H
2012,HB,H,OTC,28,H,5.5,0,9,4,11.5,NA,46,0,HB.H.28,HB.H.28.H
2012,HB,H,OTC,28,M,2.1,0,26,11,9.8,8,101,2,HB.H.28,HB.H.28.M
2012,HB,H,OTC,28,M,3.2,0,12,6,5,NA,30,3,HB.H.28,HB.H.28.M
2012,HB,H,OTC,28,M,4.5,0,11,2,6,NA,12,0,HB.H.28,HB.H.28.M
2012,HB,H,TR,11,F,1.3,1,19,6,5,13,30,0,HB.H.11,HB.H.11.F
2012,HB,H,TR,11,M,3.5,1,25,4,NA,13.75,55,0,HB.H.11,HB.H.11.M
2012,HB,H,TR,11,MT,5.4,0,18,11,3.444444444,1,31,25.77777778,HB.H.11,HB.H.11.MT
2012,HB,H,TR,13,F,1.1,0,20,8,10,NA,80,2.666666667,HB.H.13,HB.H.13.F
2012,HB,H,TR,13,H,2.2,1,9,1,8,NA,8,0,HB.H.13,HB.H.13.H
2012,HB,H,TR,13,M,3.5,0,20,7,10.33333333,NA,72,5.833333333,HB.H.13,HB.H.13.M
2012,HB,H,TR,13,MT,3.1,0,17,6,13,NA,78,0,HB.H.13,HB.H.13.MT
2012,HB,H,TR,13,MT,3.2,0,17,2,11,NA,22,1,HB.H.13,HB.H.13.MT
2012,HB,H,TR,15,F,3.4,0,32,13,5.5,8.25,96,0,HB.H.15,HB.H.15.F
2012,HB,H,TR,15,L,1.5,1,20,3,NA,3,9,28,HB.H.15,HB.H.15.L
2012,HB,H,TR,15,L,5.2,1,26,3,NA,13.33333333,40,0,HB.H.15,HB.H.15.L
2012,HB,H,TR,15,MT,2.2,0,12,6,8,NA,48,18,HB.H.15,HB.H.15.MT
2012,HB,H,TR,15,MT,2.3,0,11,3,3.25,NA,10,10.5,HB.H.15,HB.H.15.MT
2012,HB,H,TR,15,MT,3.1,0,12,7,6.8,NA,48,14,HB.H.15,HB.H.15.MT
2012,HB,H,TR,15,MT,3.3,0,32,22,10.6,7,197,24.8,HB.H.15,HB.H.15.MT
2012,HB,H,TR,15,MT,5.1,0,24,17,8.5,12,169,12,HB.H.15,HB.H.15.MT
2012,HB,H,TR,15,MT,5.5,0,22,14,2.857142857,4,46,68.9047619,HB.H.15,HB.H.15.MT
2012,HB,H,TR,17,F,5.5,0,11,7,9,NA,63,1.4,HB.H.17,HB.H.17.F
2012,HB,H,TR,17,MT,5.4,0,21,19,2.636363636,6,67,21.1969697,HB.H.17,HB.H.17.MT
2012,HB,H,TR,19,M,1.3,1,17,5,11,6.5,37,0,HB.H.19,HB.H.19.M
2012,HB,H,TR,19,M,3.4,1,21,3,NA,0.666666667,2,20,HB.H.19,HB.H.19.M
2012,HB,H,TR,19,M,3.5,1,14,1,10,NA,10,0,HB.H.19,HB.H.19.M
2012,HB,H,TR,19,MT,1.1,0,16,11,10.57142857,NA,116,26.71428571,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,1.5,0,10,8,3,NA,24,0,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,2.3,0,13,6,8.75,NA,52,6,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,2.4,0,11,7,5.25,NA,37,24.5,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,3.1,0,19,10,7.2,5,65,1.4,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,3.5,0,19,10,6.2,NA,62,34,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,4.4,1,17,3,4,3,11,3,HB.H.19,HB.H.19.MT
2012,HB,H,TR,19,MT,5.1,0,10,6,5.666666667,NA,34,18,HB.H.19,HB.H.19.MT
2012,HB,H,TR,20,M,3.4,0,14,4,6.75,NA,27,0,HB.H.20,HB.H.20.M
2012,HB,H,TR,20,M,4.3,1,13,2,NA,12,24,0,HB.H.20,HB.H.20.M
2012,HB,H,TR,23,M,3.3,1,18,6,4.666666667,12,57,5,HB.H.23,HB.H.23.M
2012,HB,H,TR,23,MT,5.5,1,23,3,NA,6.666666667,20,0,HB.H.23,HB.H.23.MT
2012,HB,H,TR,24,M,2.5,1,7,8,8.142857143,12.5,74,1.857142857,HB.H.24,HB.H.24.M
2012,HB,H,TR,25,F,1.3,0,34,8,5.666666667,9,62,4,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,2.5,0,NA,6,10.2,7.5,61,0,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,3.1,1,14,7,10,6,50,2.142857143,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,3.2,0,18,3,5.5,NA,16,3,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,3.3,1,19,4,8.75,5,35,1,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,3.5,0,20,8,7.6,5,53,0,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,4.2,0,24,6,6.666666667,3.5,30,0,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,4.5,0,21,10,10,6,80,0,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,5.2,0,36,12,1.6,3.666666667,32,24.4,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,F,5.4,1,13,9,9,11,87,1.2,HB.H.25,HB.H.25.F
2012,HB,H,TR,25,H,1.3,0,20,6,9.6,NA,58,0,HB.H.25,HB.H.25.H
2012,HB,H,TR,25,H,2.4,0,12,5,7.5,NA,38,11.25,HB.H.25,HB.H.25.H
2012,HB,H,TR,25,H,3.3,0,11,4,8.25,NA,33,7,HB.H.25,HB.H.25.H
2012,HB,H,TR,25,H,4.3,0,16,9,4.545454545,NA,41,2.454545455,HB.H.25,HB.H.25.H
2012,HB,H,TR,25,H,4.3,0,14,8,4.545454545,NA,36,2.181818182,HB.H.25,HB.H.25.H
2012,HB,H,TR,25,H,5.1,0,9,6,8.75,NA,52,13.5,HB.H.25,HB.H.25.H
2012,HB,H,TR,25,L,1.2,1,15,1,15,6,6,0,HB.H.25,HB.H.25.L
2012,HB,H,TR,25,L,1.4,0,25,9,4.166666667,NA,38,21,HB.H.25,HB.H.25.L
2012,HB,H,TR,25,M,2.2,0,45,27,11.57142857,8.333333333,274,2.142857143,HB.H.25,HB.H.25.M
2012,HB,H,TR,25,M,2.5,0,20,9,6.666666667,10.5,72,15,HB.H.25,HB.H.25.M
2012,HB,H,TR,25,M,4.1,0,21,13,10.8,6.333333333,123,9.8,HB.H.25,HB.H.25.M
2012,HB,H,TR,25,M,4.4,0,23,6,7.4,NA,44,9.6,HB.H.25,HB.H.25.M
2012,HB,H,TR,25,M,5.2,0,10,2,2.5,NA,5,4,HB.H.25,HB.H.25.M
2012,HB,H,TR,25,MT,1.5,0,12,8,5,NA,40,8,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,2.3,0,12,5,9.6,NA,48,0,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,3.4,1,15,3,NA,7.666666667,23,5,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,3.5,0,9,4,1.25,NA,5,11,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,4.1,0,9,4,0.75,NA,3,0,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,4.3,0,14,6,9.8,NA,59,7.2,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,4.4,0,11,5,3.6,NA,18,20,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,5.3,0,15,8,4.833333333,NA,39,13.33333333,HB.H.25,HB.H.25.MT
2012,HB,H,TR,25,MT,5.5,0,11,1,10,NA,10,0,HB.H.25,HB.H.25.MT
2012,HB,H,TR,26,H,3.1,0,11,4,10.5,6.75,90,25.5,HB.H.26,HB.H.26.H
2012,HB,H,TR,26,H,5.1,0,16,6,7.2,NA,50,0.7,HB.H.26,HB.H.26.H
2012,HB,H,TR,26,H,5.2,0,9,3,5,NA,15,5,HB.H.26,HB.H.26.H
2012,HB,H,TR,26,M,2.4,0,15,2,6,NA,12,0,HB.H.26,HB.H.26.M
2012,HB,H,TR,26,M,2.5,0,17,11,5.545454545,NA,61,8,HB.H.26,HB.H.26.M
2012,HB,H,TR,27,F,1.4,0,9,2,9,NA,18,0,HB.H.27,HB.H.27.F
2012,HB,H,TR,27,L,1.1,0,12,2,7.5,NA,15,4,HB.H.27,HB.H.27.L
2012,HB,H,TR,27,MT,3.2,0,11,6,3,NA,18,23,HB.H.27,HB.H.27.MT
2012,HB,H,TR,27,MT,5.2,0,13,6,5.5,NA,33,0,HB.H.27,HB.H.27.MT
2012,HB,H,TR,29,F,4.2,0,6,1,4,NA,4,0,HB.H.29,HB.H.29.F
2012,HB,H,TR,29,F,4.3,0,11,5,5.75,NA,29,26.25,HB.H.29,HB.H.29.F
2012,HB,H,TR,29,M,5.4,0,14,7,9.166666667,NA,64,0,HB.H.29,HB.H.29.M
2012,HB,H,TR,29,MT,2.1,0,10,4,7.4,NA,30,0,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,2.3,0,13,5,9.8,NA,49,0,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,2.5,0,11,7,4.571428571,NA,32,2,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,3.1,0,10,3,1.333333333,NA,4,8,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,3.4,0,14,7,10,NA,70,16.33333333,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,3.5,0,12,6,4.833333333,NA,29,7,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,4.2,0,11,3,7,NA,21,0,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,4.3,0,9,1,4,NA,4,0,HB.H.29,HB.H.29.MT
2012,HB,H,TR,29,MT,4.5,0,14,5,2.8,NA,14,27,HB.H.29,HB.H.29.MT
2012,HB,H,TR,30,H,4.4,0,14,5,6.5,NA,32,0.833333333,HB.H.30,HB.H.30.H
2012,HB,L,TR,11,M,3.5,0,9,1,1,NA,1,0,HB.L.11,HB.L.11.M
2012,HB,L,TR,12,M,5.1,0,11,3,3,NA,9,0,HB.L.12,HB.L.12.M
2012,HB,L,TR,13,L,2.3,0,24,10,5.428571429,NA,54,1.428571429,HB.L.13,HB.L.13.L
2012,HB,L,TR,13,L,2.4,0,16,1,2,NA,2,0,HB.L.13,HB.L.13.L
2012,HB,L,TR,13,L,4.5,0,17,5,3.75,NA,19,11.25,HB.L.13,HB.L.13.L
2012,HB,L,TR,13,M,1.4,0,20,7,8.6,NA,60,0,HB.L.13,HB.L.13.M
2012,HB,L,TR,14,L,2.4,0,34,20,9.888888889,5,178,0,HB.L.14,HB.L.14.L
2012,HB,L,TR,14,L,4.3,0,12,4,3,NA,12,0,HB.L.14,HB.L.14.L
2012,HB,L,TR,14,L,5.2,0,19,3,3,NA,9,0,HB.L.14,HB.L.14.L
2012,HB,L,TR,14,L,5.3,0,38,18,7,4.5,124,0,HB.L.14,HB.L.14.L
2012,HB,L,TR,14,M,1.2,0,41,15,8.5,1,105,16,HB.L.14,HB.L.14.M
2012,HB,L,TR,14,M,3.1,0,13,5,8,NA,40,3.75,HB.L.14,HB.L.14.M
2012,HB,L,TR,14,M,4.4,0,15,2,5,NA,10,0,HB.L.14,HB.L.14.M
2012,HB,L,TR,15,H,4.3,0,10,4,2.25,NA,9,16,HB.L.15,HB.L.15.H
2012,HB,L,TR,15,L,2.3,0,27,12,5.142857143,NA,62,0,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,L,3.1,0,21,10,5.166666667,NA,52,3.333333333,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,L,3.2,0,15,3,3,NA,9,0,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,L,4.1,0,35,8,1.75,NA,14,9,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,L,4.3,0,19,6,4.666666667,NA,28,1,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,L,5.1,0,15,4,6.5,NA,26,0,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,L,5.5,0,20,4,3,NA,12,0,HB.L.15,HB.L.15.L
2012,HB,L,TR,15,M,1.3,0,36,14,3,NA,42,32.2,HB.L.15,HB.L.15.M
2012,HB,L,TR,15,M,4.3,0,10,2,6.166666667,NA,12,0.666666667,HB.L.15,HB.L.15.M
2012,HB,L,TR,15,M,4.5,0,15,8,3.2,NA,26,11.2,HB.L.15,HB.L.15.M
2012,HB,L,TR,15,M,5.4,0,30,18,3.285714286,1.666666667,48,39.28571429,HB.L.15,HB.L.15.M
2012,HB,L,TR,16,H,5.5,0,18,8,2.714285714,NA,22,0,HB.L.16,HB.L.16.H
2012,HB,L,TR,16,L,1.3,0,21,7,7.75,NA,54,0,HB.L.16,HB.L.16.L
2012,HB,L,TR,16,L,1.4,0,14,2,2.5,NA,5,0,HB.L.16,HB.L.16.L
2012,HB,L,TR,16,L,2.5,0,41,6,3.833333333,NA,23,9,HB.L.16,HB.L.16.L
2012,HB,L,TR,16,L,3.2,0,22,8,7.6,NA,61,0,HB.L.16,HB.L.16.L
2012,HB,L,TR,16,L,4.1,0,18,4,3.25,NA,13,1,HB.L.16,HB.L.16.L
2012,HB,L,TR,17,M,2.1,0,10,3,2.333333333,NA,7,2,HB.L.17,HB.L.17.M
2012,HB,L,TR,17,M,2.3,0,14,8,5.875,NA,47,5,HB.L.17,HB.L.17.M
2012,HB,L,TR,18,L,3.5,0,24,10,8.714285714,NA,87,0,HB.L.18,HB.L.18.L
2012,HB,L,TR,18,L,5.4,0,27,1,8,NA,8,2,HB.L.18,HB.L.18.L
2012,HB,L,TR,18,M,2.4,0,17,3,6.333333333,NA,19,0,HB.L.18,HB.L.18.M
2012,HB,L,TR,19,L,1.1,0,31,16,10,10,160,2.8,HB.L.19,HB.L.19.L
2012,HB,L,TR,19,L,4.1,0,13,1,2,NA,2,0,HB.L.19,HB.L.19.L
2012,HB,L,TR,21,H,2.2,0,9,3,3,NA,9,0,HB.L.21,HB.L.21.H
2012,HB,L,TR,21,L,5.4,0,28,8,13,NA,104,0,HB.L.21,HB.L.21.L
2012,HB,L,TR,22,L,1.1,0,14,6,10,NA,60,0,HB.L.22,HB.L.22.L
2012,HB,L,TR,22,L,5.5,0,14,2,1.5,NA,3,0,HB.L.22,HB.L.22.L
2012,HB,L,TR,23,L,3.4,0,26,9,9.4,NA,85,0,HB.L.23,HB.L.23.L
2012,HB,L,TR,24,H,4.4,0,8,1,5,NA,5,0,HB.L.24,HB.L.24.H
2012,HB,L,TR,24,H,5.2,0,9,3,6.333333333,NA,19,0,HB.L.24,HB.L.24.H
2012,HB,L,TR,25,L,1.5,0,16,13,5.5,NA,72,0,HB.L.25,HB.L.25.L
2012,HB,L,TR,25,L,3.5,0,22,14,12,NA,168,0,HB.L.25,HB.L.25.L
2012,HB,L,TR,25,M,1.1,0,21,10,14,13,139,0,HB.L.25,HB.L.25.M
2012,HB,L,TR,25,M,1.2,0,21,18,8.125,10,152,5.625,HB.L.25,HB.L.25.M
2012,HB,L,TR,25,M,2.3,0,11,3,10.66666667,NA,32,0,HB.L.25,HB.L.25.M
2012,HB,L,TR,25,M,3.3,0,28,13,13.5,NA,176,0,HB.L.25,HB.L.25.M
2012,HB,L,TR,25,M,3.5,0,14,8,13,NA,104,0,HB.L.25,HB.L.25.M
2012,HB,M,TR,11,H,1.5,0,19,7,14.25,NA,100,1.75,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,2.1,0,30,13,12.8,7,149,0,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,2.3,0,8,4,10.75,NA,43,1,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,3.4,0,8,3,6.666666667,NA,20,2,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,3.5,0,14,6,12.25,NA,74,0,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,4.2,0,21,15,12.66666667,10,185,6.333333333,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,4.5,0,17,9,14.2,NA,128,0,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,H,5.1,0,11,6,11.33333333,NA,68,0,HB.M.11,HB.M.11.H
2012,HB,M,TR,11,L,1.1,1,NA,12,5.5,6,67,0,HB.M.11,HB.M.11.L
2012,HB,M,TR,11,L,3.4,0,20,6,3.666666667,NA,22,0,HB.M.11,HB.M.11.L
2012,HB,M,TR,11,L,3.5,1,NA,7,4,NA,28,0,HB.M.11,HB.M.11.L
2012,HB,M,TR,11,M,1.1,0,31,14,7.6,3,102,28.6,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,1.4,1,NA,3,9.5,NA,28,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,2.2,0,17,5,1.5,NA,8,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,2.3,0,23,10,4.375,NA,44,1.25,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,2.4,0,23,10,1.285714286,9.125,13,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,2.5,0,36,15,0.857142857,1.5,14,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,3.2,0,19,10,3.875,NA,39,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,3.3,0,23,7,1.166666667,NA,8,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,3.5,0,27,14,4.875,NA,63,4.875,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,4.2,0,36,3,5.428571429,2,6,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,4.3,0,25,9,1.571428571,NA,14,0,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,5.1,1,18,2,6.5,3.714285714,7,0.857142857,HB.M.11,HB.M.11.M
2012,HB,M,TR,11,M,5.5,0,27,14,1.416666667,1.5,20,15,HB.M.11,HB.M.11.M
2012,HB,M,TR,12,H,2.1,0,13,11,8.75,NA,96,8.25,HB.M.12,HB.M.12.H
2012,HB,M,TR,12,H,2.3,0,10,6,12.25,NA,74,3,HB.M.12,HB.M.12.H
2012,HB,M,TR,12,H,2.4,1,34,12,NA,9.125,110,0,HB.M.12,HB.M.12.H
2012,HB,M,TR,12,H,3.4,0,42,17,6.6,11,147,0,HB.M.12,HB.M.12.H
2012,HB,M,TR,12,H,4.3,0,13,8,3.25,NA,26,18,HB.M.12,HB.M.12.H
2012,HB,M,TR,12,M,1.2,0,60,37,6.857142857,1.25,114,6.857142857,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,1.3,0,25,11,4.166666667,NA,46,3.666666667,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,1.5,0,19,7,2.666666667,NA,19,2.333333333,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,2.4,0,29,14,2.466666667,1.5,33,8.8,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,2.5,0,18,6,1.5,NA,9,0,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,4.2,0,27,18,3.1,5.5,65,11.2,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,4.5,0,36,23,5.058823529,5,116,0.941176471,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,5.2,0,42,21,5.5,4.333333333,110,28,HB.M.12,HB.M.12.M
2012,HB,M,TR,12,M,5.3,0,42,15,2.6,6,42,0,HB.M.12,HB.M.12.M
2012,HB,M,TR,13,H,1.4,0,15,3,8,NA,24,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,1.5,1,47,11,NA,6.75,74,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,2.2,0,12,9,10,NA,90,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,3.1,0,17,8,10.16666667,NA,81,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,3.5,0,17,10,2.625,NA,26,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,4.3,0,10,4,10,NA,40,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,5.3,0,9,4,10.75,NA,43,3,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,H,5.5,0,20,11,11.4,NA,125,0,HB.M.13,HB.M.13.H
2012,HB,M,TR,13,L,1.3,0,37,29,8.333333333,2.2,168,0,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,1.5,0,16,6,6.666666667,NA,40,1,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,2.1,0,29,20,6.285714286,6.2,125,22.28571429,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,2.5,0,27,15,2.8,0.333333333,35,10.8,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,3.2,0,62,34,7.357142857,3.909090909,251,86.07792208,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,3.3,0,11,2,5,NA,10,0,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,4.3,0,25,14,4.625,0,60,1.625,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,4.4,0,13,4,1,NA,4,0,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,4.5,0,35,25,5.727272727,3.4,127,9.581818182,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,5.1,0,36,26,5.75,6.5,157,0,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,L,5.3,0,62,52,4.75,6.285714286,299,33.64285714,HB.M.13,HB.M.13.L
2012,HB,M,TR,13,M,1.1,0,34,39,5.142857143,3.333333333,163,18,HB.M.13,HB.M.13.M
2012,HB,M,TR,13,M,1.4,0,20,9,2,NA,18,24.75,HB.M.13,HB.M.13.M
2012,HB,M,TR,13,M,2.5,0,64,47,6.9,4.25,245,18.7,HB.M.13,HB.M.13.M
2012,HB,M,TR,13,M,3.1,0,55,37,2.384615385,2,81,1.384615385,HB.M.13,HB.M.13.M
2012,HB,M,TR,14,H,1.4,0,15,7,9,NA,63,0,HB.M.14,HB.M.14.H
2012,HB,M,TR,14,H,1.5,0,14,9,6,NA,54,2.571428571,HB.M.14,HB.M.14.H
2012,HB,M,TR,14,H,3.4,0,10,5,9.25,NA,46,0,HB.M.14,HB.M.14.H
2012,HB,M,TR,14,H,4.1,0,23,11,14,14,154,1.8,HB.M.14,HB.M.14.H
2012,HB,M,TR,14,H,4.5,1,24,6,NA,8,48,0,HB.M.14,HB.M.14.H
2012,HB,M,TR,14,H,5.5,0,20,11,12.66666667,9,136,3.333333333,HB.M.14,HB.M.14.H
2012,HB,M,TR,14,M,1.2,0,15,2,0.5,NA,1,0,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,1.4,0,19,4,6.5,NA,26,11,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,1.5,1,10,1,5.5,NA,6,0,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,2.1,1,NA,3,6,3.5,10,0,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,3.2,0,44,22,11.8,4.4,193,48.2,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,4.2,0,17,6,2,NA,12,0,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,5.1,0,38,23,9.4,6.166666667,197,10.5,HB.M.14,HB.M.14.M
2012,HB,M,TR,14,M,5.5,1,31,11,7.2,5.666666667,79,19.8,HB.M.14,HB.M.14.M
2012,HB,M,TR,15,H,3.5,0,13,9,10.4,NA,94,0,HB.M.15,HB.M.15.H
2012,HB,M,TR,15,L,1.3,0,18,5,3.25,NA,16,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,1.4,0,19,8,5.666666667,NA,45,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,1.5,0,17,7,1.714285714,NA,12,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,2.1,0,19,5,3.6,NA,18,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,3.4,1,20,1,13,7,7,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,4.1,0,13,5,7.5,NA,38,6.666666667,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,5.4,0,23,13,6.2,NA,81,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,L,5.5,1,NA,2,7.75,13,23,0,HB.M.15,HB.M.15.L
2012,HB,M,TR,15,M,3.4,0,23,19,9.166666667,NA,174,12.66666667,HB.M.15,HB.M.15.M
2012,HB,M,TR,15,M,4.5,0,50,19,4.857142857,2.857142857,92,13.57142857,HB.M.15,HB.M.15.M
2012,HB,M,TR,15,M,5.4,0,45,31,4.153846154,3.666666667,121,4.923076923,HB.M.15,HB.M.15.M
2012,HB,M,TR,16,H,2.3,0,9,3,5,NA,15,0,HB.M.16,HB.M.16.H
2012,HB,M,TR,16,H,4.5,0,12,10,11.16666667,NA,112,1.666666667,HB.M.16,HB.M.16.H
2012,HB,M,TR,16,H,5.3,0,18,11,10.2,10.2,112,26,HB.M.16,HB.M.16.H
2012,HB,M,TR,16,M,1.3,0,16,7,6.833333333,NA,48,9.333333333,HB.M.16,HB.M.16.M
2012,HB,M,TR,16,M,2.1,1,41,20,5.5,7.571428571,149,8.142857143,HB.M.16,HB.M.16.M
2012,HB,M,TR,16,M,2.2,0,20,12,8.666666667,NA,104,16,HB.M.16,HB.M.16.M
2012,HB,M,TR,16,M,3.3,1,47,18,9.8,9.888888889,178,6,HB.M.16,HB.M.16.M
2012,HB,M,TR,16,M,5.1,1,27,8,11.875,6.25,56,1.375,HB.M.16,HB.M.16.M
2012,HB,M,TR,17,L,2.5,0,89,78,5.294117647,11.125,705,42.875,HB.M.17,HB.M.17.L
2012,HB,M,TR,17,M,1.5,0,60,41,4.3,4,170,11.4,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,2.4,0,35,17,5,6,98,0,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,2.5,0,26,14,8,NA,112,2.333333333,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,3.4,0,63,52,6.428571429,7,353,24.42857143,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,4.2,0,51,26,9.8,10,256,7.2,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,4.4,0,42,6,4.666666667,NA,28,16,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,5.3,0,35,18,0.8,5.25,63,5.6,HB.M.17,HB.M.17.M
2012,HB,M,TR,17,M,5.5,0,49,23,3.333333333,2.25,57,0,HB.M.17,HB.M.17.M
2012,HB,M,TR,18,H,5.2,0,43,25,7.285714286,8,189,4.571428571,HB.M.18,HB.M.18.H
2012,HB,M,TR,18,M,5.5,0,39,28,5.375,10.25,219,10.5,HB.M.18,HB.M.18.M
2012,HB,M,TR,19,L,3.2,0,22,11,6.666666667,NA,73,0,HB.M.19,HB.M.19.L
2012,HB,M,TR,19,L,3.3,1,20,4,15.33333333,7.666666667,31,4,HB.M.19,HB.M.19.L
2012,HB,M,TR,19,L,5.5,1,29,11,NA,9.5,104,0,HB.M.19,HB.M.19.L
2012,HB,M,TR,20,H,5.1,0,8,2,5.5,NA,11,0,HB.M.20,HB.M.20.H
2012,HB,M,TR,20,H,5.2,0,8,2,6,NA,12,0,HB.M.20,HB.M.20.H
2012,HB,M,TR,21,L,4.5,0,71,55,9.142857143,8.666666667,487,17,HB.M.21,HB.M.21.L
2012,HB,M,TR,21,L,5.1,0,35,24,10.16666667,5.8,200,10.33333333,HB.M.21,HB.M.21.L
2012,HB,M,TR,21,L,5.5,0,50,37,4.545454545,5.2,181,0,HB.M.21,HB.M.21.L
