transect,site,yrplanted,plot,Source,year,yrEm,treat,nseed.orig,nseed.rem,nEm,nFlwr,nR,avLn1new,avJnew,excl.str
HB,HE,2010,2,F,2014,4,dormant,25,20,0,NA,NA,NA,NA,keep
HB,HE,2010,2,MT,2012,2,dormant,25,15,0,NA,NA,NA,NA,keep
HB,HE,2010,2,MT,2013,3,dormant,25,15,1,1,1,9,206,keep
HB,HE,2010,2,MT,2014,4,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,3,L,2012,2,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,3,L,2013,3,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,3,L,2014,4,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,3,M,2012,2,dormant,25,11,0,NA,NA,NA,NA,keep
HB,HE,2010,3,M,2013,3,dormant,25,11,1,1,0,5,192,keep
HB,HE,2010,3,M,2014,4,dormant,25,10,0,NA,NA,NA,NA,keep
HB,HE,2010,3,H,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,HE,2010,3,H,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,HE,2010,3,H,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,HE,2010,3,E,2012,2,dormant,20,18,0,NA,NA,NA,NA,keep
HB,HE,2010,3,E,2013,3,dormant,20,18,0,NA,NA,NA,NA,keep
HB,HE,2010,3,E,2014,4,dormant,20,18,0,NA,NA,NA,NA,keep
HB,HE,2010,3,F,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,3,F,2013,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,3,F,2014,4,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,3,MT,2012,2,dormant,25,18,0,NA,NA,NA,NA,keep
HB,HE,2010,3,MT,2013,3,dormant,25,18,0,NA,NA,NA,NA,keep
HB,HE,2010,3,MT,2014,4,dormant,25,18,0,NA,NA,NA,NA,keep
HB,HE,2010,4,L,2012,2,dormant,25,19,0,NA,NA,NA,NA,keep
HB,HE,2010,4,L,2013,3,dormant,25,19,1,0,0,9,206,keep
HB,HE,2010,4,L,2014,4,dormant,25,18,0,NA,NA,NA,NA,keep
HB,HE,2010,4,M,2012,2,dormant,25,15,1,1,0,9,240,keep
HB,HE,2010,4,M,2013,3,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,4,M,2014,4,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,4,H,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,HE,2010,4,H,2013,3,dormant,25,22,2,1,1,6,199,keep
HB,HE,2010,4,H,2014,4,dormant,25,20,0,NA,NA,NA,NA,excl
HB,HE,2010,4,E,2012,2,dormant,20,16,0,NA,NA,NA,NA,keep
HB,HE,2010,4,E,2013,3,dormant,20,16,0,NA,NA,NA,NA,keep
HB,HE,2010,4,E,2014,4,dormant,20,16,0,NA,NA,NA,NA,keep
HB,HE,2010,4,F,2012,2,dormant,25,17,1,0,0,7,240,keep
HB,HE,2010,4,F,2013,3,dormant,25,16,3,1,1,5.333333333,196.6666667,keep
HB,HE,2010,4,F,2014,4,dormant,25,13,0,NA,NA,NA,NA,excl
HB,HE,2010,4,MT,2012,2,dormant,25,13,0,NA,NA,NA,NA,keep
HB,HE,2010,4,MT,2013,3,dormant,25,13,1,0,0,4,192,keep
HB,HE,2010,4,MT,2014,4,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,5,L,2012,2,dormant,25,21,0,NA,NA,NA,NA,keep
HB,HE,2010,5,L,2013,3,dormant,25,21,4,1,0,5,204.25,excl
HB,HE,2010,5,L,2014,4,dormant,25,17,0,NA,NA,NA,NA,excl
HB,HE,2010,5,M,2012,2,dormant,25,17,0,NA,NA,NA,NA,keep
HB,HE,2010,5,M,2013,3,dormant,25,17,1,1,0,6,192,keep
HB,HE,2010,5,M,2014,4,dormant,25,16,0,NA,NA,NA,NA,keep
HB,HE,2010,5,H,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,5,H,2013,3,dormant,25,24,1,1,1,10,254,keep
HB,HE,2010,5,H,2014,4,dormant,25,23,0,NA,NA,NA,NA,excl
HB,HE,2010,5,E,2012,2,dormant,20,18,0,NA,NA,NA,NA,keep
HB,HE,2010,5,E,2013,3,dormant,20,18,3,2,2,5,192,keep
HB,HE,2010,5,F,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,HE,2010,5,F,2013,3,dormant,25,22,5,1,0,4.8,192,keep
HB,HE,2010,5,F,2014,4,dormant,25,17,0,NA,NA,NA,NA,keep
HB,HE,2010,5,MT,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,5,MT,2013,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,5,MT,2014,4,dormant,25,24,0,NA,NA,NA,NA,keep
HB,HE,2010,6,L,2012,2,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,6,L,2013,3,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,6,L,2014,4,dormant,25,12,0,NA,NA,NA,NA,keep
HB,HE,2010,6,M,2012,2,dormant,25,15,1,0,0,7,240,excl
HB,HE,2010,6,M,2013,3,dormant,25,14,3,0,0,5.666666667,192,excl
HB,HE,2010,6,M,2014,4,dormant,25,11,0,NA,NA,NA,NA,excl
HB,HE,2010,6,H,2012,2,dormant,25,18,1,0,0,5,240,keep
HB,HE,2010,6,H,2013,3,dormant,25,17,3,0,0,6.333333333,196.6666667,keep
HB,HE,2010,6,H,2014,4,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,6,E,2012,2,dormant,20,19,0,NA,NA,NA,NA,keep
HB,HE,2010,6,E,2013,3,dormant,20,19,5,1,1,6.8,200.4,keep
HB,HE,2010,6,E,2014,4,dormant,20,14,1,0,NA,8,227,excl
HB,HE,2010,6,F,2012,2,dormant,25,19,0,NA,NA,NA,NA,keep
HB,HE,2010,6,F,2013,3,dormant,25,19,2,1,1,5.5,192,keep
HB,HE,2010,6,F,2014,4,dormant,25,17,0,NA,NA,NA,NA,keep
HB,HE,2010,6,MT,2012,2,dormant,25,15,1,1,0,8,240,keep
HB,HE,2010,6,MT,2013,3,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,6,MT,2014,4,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,7,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,HE,2010,7,M,2013,3,dormant,25,25,4,0,0,5,192,keep
HB,HE,2010,7,M,2014,4,dormant,25,21,0,NA,NA,NA,NA,keep
HB,HE,2010,7,H,2012,2,dormant,25,19,2,0,0,6,240,keep
HB,HE,2010,7,H,2013,3,dormant,25,17,1,1,1,11,212,keep
HB,HE,2010,7,H,2014,4,dormant,25,16,1,0,0,4,191,excl
HB,HE,2010,7,E,2012,2,dormant,20,16,0,NA,NA,NA,NA,keep
HB,HE,2010,7,E,2013,3,dormant,20,16,5,0,0,5.2,192,keep
HB,HE,2010,7,E,2014,4,dormant,20,11,0,NA,NA,NA,NA,keep
HB,HE,2010,7,F,2012,2,dormant,25,21,0,NA,NA,NA,NA,excl
HB,HE,2010,7,MT,2012,2,dormant,25,11,1,1,0,8,240,keep
HB,HE,2010,7,MT,2013,3,dormant,25,10,0,NA,NA,NA,NA,keep
HB,HE,2010,7,MT,2014,4,dormant,25,10,0,NA,NA,NA,NA,keep
HB,HE,2010,8,M,2012,2,dormant,25,19,0,NA,NA,NA,NA,excl
HB,HE,2010,8,M,2013,3,dormant,25,19,1,0,0,8,206,excl
HB,HE,2010,8,M,2014,4,dormant,25,18,0,NA,NA,NA,NA,excl
HB,HE,2010,8,H,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,HE,2010,8,H,2013,3,dormant,25,22,2,1,0,4.5,192,keep
HB,HE,2010,8,H,2014,4,dormant,25,20,0,NA,NA,NA,NA,keep
HB,HE,2010,8,E,2012,2,dormant,20,18,0,NA,NA,NA,NA,keep
HB,HE,2010,8,E,2013,3,dormant,20,18,0,NA,NA,NA,NA,keep
HB,HE,2010,8,E,2014,4,dormant,20,18,1,1,NA,6,227,keep
HB,HE,2010,8,F,2012,2,dormant,25,20,1,0,0,5,240,keep
HB,HE,2010,8,F,2013,3,dormant,25,19,5,5,3,5.8,192,keep
HB,HE,2010,8,MT,2012,2,dormant,25,17,0,NA,NA,NA,NA,keep
HB,HE,2010,8,MT,2013,3,dormant,25,17,1,0,0,5,192,keep
HB,HE,2010,8,MT,2014,4,dormant,25,16,0,NA,NA,NA,NA,keep
HB,HE,2010,9,M,2012,2,dormant,25,10,0,NA,NA,NA,NA,excl
HB,HE,2010,9,M,2013,3,dormant,25,10,3,1,0,4.666666667,192,excl
HB,HE,2010,9,M,2014,4,dormant,25,7,0,NA,NA,NA,NA,excl
HB,HE,2010,9,H,2012,2,dormant,25,17,0,NA,NA,NA,NA,keep
HB,HE,2010,9,H,2013,3,dormant,25,17,3,1,1,4.666666667,192,keep
HB,HE,2010,9,H,2014,4,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,9,E,2012,2,dormant,20,14,0,NA,NA,NA,NA,keep
HB,HE,2010,9,E,2013,3,dormant,20,14,0,NA,NA,NA,NA,keep
HB,HE,2010,9,E,2014,4,dormant,20,14,0,NA,NA,NA,NA,keep
HB,HE,2010,9,F,2012,2,dormant,25,19,3,0,0,5.333333333,240,excl
HB,HE,2010,9,F,2013,3,dormant,25,16,1,0,0,4,192,excl
HB,HE,2010,9,F,2014,4,dormant,25,15,0,NA,NA,NA,NA,excl
HB,HE,2010,9,MT,2012,2,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,9,MT,2013,3,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,9,MT,2014,4,dormant,25,14,0,NA,NA,NA,NA,keep
HB,HE,2010,10,L,2012,2,dormant,25,19,0,NA,NA,NA,NA,excl
HB,HE,2010,10,L,2013,3,dormant,25,19,0,NA,NA,NA,NA,excl
HB,HE,2010,10,L,2014,4,dormant,25,19,0,NA,NA,NA,NA,excl
HB,HE,2010,10,M,2012,2,dormant,25,21,0,NA,NA,NA,NA,keep
HB,HE,2010,10,M,2013,3,dormant,25,21,2,0,0,3.5,192,keep
HB,HE,2010,10,M,2014,4,dormant,25,19,1,0,0,4,191,keep
HB,HE,2010,10,H,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,HE,2010,10,H,2013,3,dormant,25,25,2,0,0,5,192,keep
HB,HE,2010,10,H,2014,4,dormant,25,23,0,NA,NA,NA,NA,keep
HB,HE,2010,10,E,2012,2,dormant,20,17,0,NA,NA,NA,NA,keep
HB,HE,2010,10,E,2013,3,dormant,20,17,3,2,0,5,192,keep
HB,HE,2010,10,E,2014,4,dormant,20,14,0,NA,NA,NA,NA,keep
HB,HE,2010,10,MT,2012,2,dormant,25,10,0,NA,NA,NA,NA,keep
HB,HE,2010,10,MT,2013,3,dormant,25,10,0,NA,NA,NA,NA,keep
HB,HE,2010,10,MT,2014,4,dormant,25,10,0,NA,NA,NA,NA,keep
HB,A,2010,1,L,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,1,L,2013,3,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,1,L,2014,4,dormant,25,22,1,0,0,2,191,keep
HB,A,2010,1,M,2012,2,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,1,M,2013,3,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,1,M,2014,4,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,1,H,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,1,H,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,1,H,2014,4,dormant,25,25,2,0,0,0,175,keep
HB,A,2010,1,F,2012,2,dormant,25,24,1,1,0,11,240,keep
HB,A,2010,1,F,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,1,F,2014,4,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,1,MT,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,1,MT,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,1,MT,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,2,L,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,2,L,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,2,L,2014,4,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,2,M,2012,2,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,2,M,2013,3,dormant,25,21,2,1,0,3.5,193,keep
HB,A,2010,2,M,2014,4,dormant,25,19,1,0,0,0,175,keep
HB,A,2010,2,H,2012,2,dormant,25,24,1,1,0,12,240,keep
HB,A,2010,2,H,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,2,H,2014,4,dormant,25,23,2,0,0,3.5,196.5,keep
HB,A,2010,2,F,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,2,F,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,2,F,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,2,MT,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,2,MT,2013,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,2,MT,2014,4,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,3,L,2012,2,dormant,25,19,0,NA,NA,NA,NA,keep
HB,A,2010,3,L,2013,3,dormant,25,19,0,NA,NA,NA,NA,keep
HB,A,2010,3,L,2014,4,dormant,25,19,0,NA,NA,NA,NA,keep
HB,A,2010,3,M,2012,2,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,3,M,2013,3,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,3,M,2014,4,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,3,H,2012,2,dormant,25,21,1,1,1,7,240,keep
HB,A,2010,3,H,2013,3,dormant,25,20,3,3,2,4.666666667,208.6666667,excl
HB,A,2010,3,H,2014,4,dormant,25,17,1,0,0,0,175,excl
HB,A,2010,3,F,2012,2,dormant,25,20,0,NA,NA,NA,NA,keep
HB,A,2010,3,F,2013,3,dormant,25,20,2,0,0,5,220,keep
HB,A,2010,3,F,2014,4,dormant,25,18,0,NA,NA,NA,NA,keep
HB,A,2010,3,MT,2012,2,dormant,25,21,1,1,1,6,240,keep
HB,A,2010,3,MT,2013,3,dormant,25,20,0,NA,NA,NA,NA,keep
HB,A,2010,3,MT,2014,4,dormant,25,20,2,0,0,2,191,keep
HB,A,2010,4,L,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,L,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,L,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,M,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,M,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,H,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,4,H,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,4,H,2014,4,dormant,25,23,3,0,0,2,189.3333333,keep
HB,A,2010,4,F,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,F,2013,3,dormant,25,25,1,1,0,5,206,keep
HB,A,2010,4,F,2014,4,dormant,25,24,6,0,0,2.5,188.3333333,keep
HB,A,2010,4,MT,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,MT,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,4,MT,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,5,L,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,5,L,2013,3,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,5,L,2014,4,dormant,25,22,1,0,0,2,175,keep
HB,A,2010,5,M,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,5,M,2013,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,5,M,2014,4,dormant,25,24,1,0,0,2,175,keep
HB,A,2010,5,H,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,5,H,2013,3,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,5,H,2014,4,dormant,25,22,2,0,0,1,183,keep
HB,A,2010,5,F,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,5,F,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,5,F,2014,4,dormant,25,23,2,0,0,2,188.5,keep
HB,A,2010,5,MT,2012,2,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,5,MT,2013,3,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,5,MT,2014,4,dormant,25,21,0,NA,NA,NA,NA,keep
HB,A,2010,6,L,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,6,L,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,6,L,2014,4,dormant,25,25,1,0,0,4,202,keep
HB,A,2010,6,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,6,M,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,6,M,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,6,H,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,6,H,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,6,H,2014,4,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,6,F,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,6,F,2013,3,dormant,25,24,1,1,0,2,193,keep
HB,A,2010,6,F,2014,4,dormant,25,23,3,0,0,2,191,keep
HB,A,2010,6,MT,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,6,MT,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,6,MT,2014,4,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,7,L,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,7,L,2013,3,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,7,L,2014,4,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2010,7,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,M,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,M,2014,4,dormant,25,25,3,0,0,3,180.3333333,keep
HB,A,2010,7,H,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,H,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,H,2014,4,dormant,25,25,2,0,0,2,191,keep
HB,A,2010,7,F,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,F,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,F,2014,4,dormant,25,25,3,0,0,3,191,keep
HB,A,2010,7,MT,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,MT,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,7,MT,2014,4,dormant,25,25,2,0,0,2,183,keep
HB,A,2010,8,L,2012,2,dormant,25,18,0,NA,NA,NA,NA,keep
HB,A,2010,8,L,2013,3,dormant,25,18,0,NA,NA,NA,NA,keep
HB,A,2010,8,L,2014,4,dormant,25,18,3,0,0,1.666666667,175,keep
HB,A,2010,8,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,M,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,M,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,H,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,H,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,H,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,F,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,F,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,8,F,2014,4,dormant,25,25,3,0,0,2,180.3333333,keep
HB,A,2010,8,MT,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,8,MT,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,8,MT,2014,4,dormant,25,23,1,0,0,2,191,keep
HB,A,2010,9,L,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,L,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,L,2014,4,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,M,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,M,2014,4,dormant,25,25,1,0,0,4,191,keep
HB,A,2010,9,H,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,9,H,2013,3,dormant,25,23,2,1,0,5.5,200,keep
HB,A,2010,9,H,2014,4,dormant,25,21,2,0,0,4,191,keep
HB,A,2010,9,F,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,9,F,2013,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,9,F,2014,4,dormant,25,23,5,0,0,3.2,184.6,keep
HB,A,2010,9,MT,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,MT,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,9,MT,2014,4,dormant,25,25,1,0,0,2,175,keep
HB,A,2010,10,L,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,10,L,2013,3,dormant,25,25,1,0,0,3,193,keep
HB,A,2010,10,L,2014,4,dormant,25,24,1,0,0,2,175,keep
HB,A,2010,10,M,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,10,M,2013,3,dormant,25,25,1,0,0,4,200,keep
HB,A,2010,10,M,2014,4,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,10,H,2012,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2010,10,H,2013,3,dormant,25,23,1,1,1,3,193,keep
HB,A,2010,10,H,2014,4,dormant,25,22,2,0,0,1.5,175,excl
HB,A,2010,10,F,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,10,F,2013,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2010,10,F,2014,4,dormant,25,24,4,0,0,3,189.75,keep
HB,A,2010,10,MT,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,10,MT,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2010,10,MT,2014,4,dormant,25,25,1,0,0,2,175,keep
HB,A,2011,11,L,2013,2,dormant,25,16,0,NA,NA,NA,NA,keep
HB,A,2011,11,L,2014,3,dormant,25,16,0,NA,NA,NA,NA,keep
HB,A,2011,11,M,2013,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,11,M,2014,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,11,H,2013,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,11,H,2014,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,11,F,2013,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,11,F,2014,3,dormant,25,24,6,0,0,1,175,keep
HB,A,2011,11,MT,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,11,MT,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,13,L,2013,2,dormant,25,12,0,NA,NA,NA,NA,keep
HB,A,2011,13,L,2014,3,dormant,25,12,0,NA,NA,NA,NA,keep
HB,A,2011,13,M,2013,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2011,13,M,2014,3,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2011,13,H,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,13,H,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,13,F,2013,2,dormant,25,22,0,NA,NA,NA,NA,keep
HB,A,2011,13,F,2014,3,dormant,25,22,2,0,0,1.5,183,keep
HB,A,2011,13,MT,2013,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,13,MT,2014,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,15,L,2013,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,15,L,2014,3,dormant,25,24,3,0,0,1,175,keep
HB,A,2011,15,M,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,15,M,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,15,H,2013,2,dormant,25,25,1,1,1,5,206,keep
HB,A,2011,15,H,2014,3,dormant,25,24,1,0,0,2,191,excl
HB,A,2011,15,F,2013,2,dormant,25,25,1,0,0,0,200,keep
HB,A,2011,15,F,2014,3,dormant,25,24,3,0,0,1.333333333,175,keep
HB,A,2011,15,MT,2013,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,15,MT,2014,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,17,L,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,L,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,M,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,M,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,H,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,H,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,F,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,F,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,MT,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,17,MT,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,19,L,2013,2,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,19,L,2014,3,dormant,25,24,0,NA,NA,NA,NA,keep
HB,A,2011,19,M,2013,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,19,M,2014,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,19,H,2013,2,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,19,H,2014,3,dormant,25,23,0,NA,NA,NA,NA,keep
HB,A,2011,19,F,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,19,F,2014,3,dormant,25,25,1,0,0,2,175,keep
HB,A,2011,19,MT,2013,2,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,19,MT,2014,3,dormant,25,25,0,NA,NA,NA,NA,keep
HB,A,2011,21,L,2013,2,dormant,25,15,0,NA,NA,NA,NA,keep
