transect,site,yrplanted,plot,Source,year,yrEm,treat,nseed.orig,nseed.rem,nEm,nFlwr,nR,avLn1new,avJnew,excl.str
NK,HE,2010,4,M,2013,3,dormant,25,11,3,2,2,1.666666667,174.6666667,excl
NK,HE,2010,4,H,2012,2,dormant,25,9,0,NA,NA,NA,NA,keep
NK,HE,2010,4,E,2012,2,dormant,25,24,0,NA,NA,NA,NA,keep
NK,HE,2010,4,E,2013,3,dormant,25,24,1,0,0,1,169,keep
NK,HE,2010,4,F,2012,2,dormant,25,18,0,NA,NA,NA,NA,excl
NK,HE,2010,4,F,2013,3,dormant,25,18,2,1,1,0.5,186.5,excl
NK,HE,2010,4,MT,2012,2,dormant,25,14,0,NA,NA,NA,NA,keep
NK,HE,2010,4,MT,2013,3,dormant,25,14,1,1,1,1,169,keep
NK,HE,2010,5,L,2012,2,dormant,25,13,0,NA,NA,NA,NA,keep
NK,HE,2010,5,L,2013,3,dormant,25,13,1,0,0,2,169,keep
NK,HE,2010,5,H,2012,2,dormant,25,12,0,NA,NA,NA,NA,excl
NK,HE,2010,5,E,2012,2,dormant,25,25,0,NA,NA,NA,NA,keep
NK,HE,2010,5,E,2013,3,dormant,25,25,0,NA,NA,NA,NA,keep
NK,HE,2010,5,F,2012,2,dormant,25,19,0,NA,NA,NA,NA,excl
NK,HE,2010,5,MT,2012,2,dormant,25,8,0,NA,NA,NA,NA,excl
NK,HE,2010,6,L,2012,2,dormant,25,12,0,NA,NA,NA,NA,excl
NK,HE,2010,6,L,2013,3,dormant,25,12,1,0,0,1,169,excl
NK,HE,2010,6,H,2012,2,dormant,25,13,0,NA,NA,NA,NA,excl
NK,HE,2010,6,H,2013,3,dormant,25,13,0,NA,NA,NA,NA,excl
NK,HE,2010,6,E,2012,2,dormant,25,10,0,NA,NA,NA,NA,keep
NK,HE,2010,6,E,2013,3,dormant,25,10,2,0,0,2,177.5,keep
NK,HE,2010,6,F,2012,2,dormant,25,23,1,1,1,11,242,keep
NK,HE,2010,6,F,2013,3,dormant,25,22,2,2,1,3,177.5,keep
NK,HE,2010,7,L,2012,2,dormant,25,21,7,6,4,10.57142857,242,keep
NK,HE,2010,7,L,2013,3,dormant,25,14,0,NA,NA,NA,NA,excl
NK,HE,2010,7,H,2012,2,dormant,25,22,0,NA,NA,NA,NA,keep
NK,HE,2010,7,H,2013,3,dormant,25,22,1,1,0,3,186,keep
NK,HE,2010,7,E,2012,2,dormant,25,17,0,NA,NA,NA,NA,keep
NK,HE,2010,8,L,2012,2,dormant,25,5,0,NA,NA,NA,NA,keep
NK,HE,2010,8,L,2013,3,dormant,25,5,0,NA,NA,NA,NA,keep
NK,HE,2010,8,M,2012,2,dormant,25,20,0,NA,NA,NA,NA,keep
NK,HE,2010,8,M,2013,3,dormant,25,20,1,0,0,3,186,keep
NK,HE,2010,8,H,2012,2,dormant,25,16,0,NA,NA,NA,NA,keep
NK,HE,2010,8,H,2013,3,dormant,25,16,0,NA,NA,NA,NA,keep
NK,HE,2010,8,E,2012,2,dormant,25,12,0,NA,NA,NA,NA,excl
NK,HE,2010,8,F,2012,2,dormant,25,13,4,4,3,11.5,242,keep
NK,HE,2010,8,F,2013,3,dormant,25,9,2,0,0,2.5,177,keep
NK,HE,2010,8,MT,2012,2,dormant,25,16,0,NA,NA,NA,NA,excl
NK,HE,2010,8,MT,2013,3,dormant,25,16,0,NA,NA,NA,NA,excl
NK,HE,2010,9,L,2012,2,dormant,25,7,0,NA,NA,NA,NA,keep
NK,HE,2010,9,L,2013,3,dormant,25,7,0,NA,NA,NA,NA,keep
NK,HE,2010,9,M,2012,2,dormant,25,11,0,NA,NA,NA,NA,excl
NK,HE,2010,9,M,2013,3,dormant,25,11,1,0,0,1,168,excl
NK,HE,2010,9,E,2012,2,dormant,25,16,1,1,0,10,242,excl
NK,HE,2010,9,E,2013,3,dormant,25,15,1,0,0,5,204,excl
NK,HE,2010,9,F,2012,2,dormant,25,7,2,2,1,10,242,excl
NK,HE,2010,9,MT,2012,2,dormant,25,11,0,NA,NA,NA,NA,keep
NK,HE,2010,9,MT,2013,3,dormant,25,11,0,NA,NA,NA,NA,keep
NK,HE,2010,10,L,2012,2,dormant,25,10,0,NA,NA,NA,NA,keep
NK,HE,2010,10,L,2013,3,dormant,25,10,1,0,0,1,168,keep
NK,HE,2010,10,M,2012,2,dormant,25,18,0,NA,NA,NA,NA,keep
NK,HE,2010,10,M,2013,3,dormant,25,18,2,1,1,1,168,keep
NK,HE,2010,10,H,2012,2,dormant,25,13,0,NA,NA,NA,NA,keep
NK,HE,2010,10,E,2012,2,dormant,25,16,0,NA,NA,NA,NA,keep
NK,HE,2010,10,E,2013,3,dormant,25,16,1,1,0,1,168,keep
NK,HE,2010,10,F,2012,2,dormant,25,16,1,1,0,10,242,excl
NK,HE,2010,10,F,2013,3,dormant,25,15,2,0,0,1.5,168,excl
NK,HE,2010,10,MT,2012,2,dormant,25,12,1,1,0,7,242,excl
NK,HE,2010,10,MT,2013,3,dormant,25,11,1,0,0,1,168,excl
