"","transect","year","site","treat","plot","Source","plotID","subplotID","nseed","nEm","nEmzt","nFlwr","nR","seedperplot","seedperseed","avLn1new","avJnew","Axtra"
"403","HB","2012","M","TR",27,"L","HB.M.27","HB.M.27.L",25,9,9,9,6,1886.51538461538,75,9,179,"."
"404","HB","2012","M","TR",27,"M","HB.M.27","HB.M.27.M",25,8,8,8,2,35.5,1,8.875,184.875,"."
"405","HB","2012","M","TR",27,"H","HB.M.27","HB.M.27.H",25,0,0,NA,NA,0,0,NA,NA,"."
"406","HB","2012","M","TR",28,"M","HB.M.28","HB.M.28.M",25,2,2,2,0,0,0,12,185.5,"."
"407","HB","2012","M","TR",28,"H","HB.M.28","HB.M.28.H",25,1,1,1,1,19,1,8,178,"."
"408","HB","2012","M","TR",29,"L","HB.M.29","HB.M.29.L",25,8,8,7,3,427.242424242424,17,8,178,"."
"409","HB","2012","M","TR",29,"M","HB.M.29","HB.M.29.M",25,6,6,5,4,1246.44285714286,50,9.16666666666667,185.333333333333,"."
"410","HB","2012","M","TR",29,"H","HB.M.29","HB.M.29.H",25,1,1,1,1,68.25,3,8,178,"."
"411","HB","2012","M","TR",30,"M","HB.M.30","HB.M.30.M",25,9,9,8,3,735.585714285714,29,7.88888888888889,178,"."
"412","HB","2012","M","TR",30,"H","HB.M.30","HB.M.30.H",25,6,6,6,4,497.5,20,8,178,"."
"413","HB","2012","H","TR",11,"L","HB.H.11","HB.H.11.L",25,17,3,0,0,0,0,2.70588235294118,180.294117647059,"."
"414","HB","2012","H","TR",11,"M","HB.H.11","HB.H.11.M",25,14,10,3,1,55,2,2.92857142857143,180.357142857143,"."
"415","HB","2012","H","TR",11,"H","HB.H.11","HB.H.11.H",25,2,2,0,0,0,0,2.5,182.5,"."
"416","HB","2012","H","TR",11,"MT","HB.H.11","HB.H.11.MT",25,15,5,2,1,30.5555555555556,1,2.4,180.666666666667,"."
"417","HB","2012","H","TR",11,"F","HB.H.11","HB.H.11.F",25,10,8,1,1,30,1,2.6,180.5,"."
"418","HB","2012","H","OTC",12,"M","HB.H.12","HB.H.12.M",25,8,1,0,0,0,0,3.25,180,"."
"419","HB","2012","H","OTC",12,"H","HB.H.12","HB.H.12.H",25,4,1,0,0,0,0,2.75,180,"."
"420","HB","2012","H","TR",13,"L","HB.H.13","HB.H.13.L",25,1,1,0,0,0,0,3,180,"."
"421","HB","2012","H","TR",13,"M","HB.H.13","HB.H.13.M",25,2,1,1,1,72.3333333333333,3,3.5,180,"."
"422","HB","2012","H","TR",13,"H","HB.H.13","HB.H.13.H",25,4,2,1,1,8,0,2.75,181.25,"."
"423","HB","2012","H","TR",13,"MT","HB.H.13","HB.H.13.MT",25,9,7,3,2,100,4,4.22222222222222,180,"."
"424","HB","2012","H","TR",13,"F","HB.H.13","HB.H.13.F",25,2,2,1,1,80,3,3.5,180,"."
"425","HB","2012","H","TR",14,"M","HB.H.14","HB.H.14.M",25,1,1,0,0,0,0,3,180,"."
"426","HB","2012","H","TR",14,"H","HB.H.14","HB.H.14.H",25,0,0,NA,NA,0,0,NA,NA,"."
"427","HB","2012","H","TR",15,"L","HB.H.15","HB.H.15.L",25,6,6,4,2,49,2,5.83333333333333,188.333333333333,"."
"428","HB","2012","H","TR",15,"M","HB.H.15","HB.H.15.M",25,0,0,NA,NA,0,0,NA,NA,"."
"429","HB","2012","H","TR",15,"H","HB.H.15","HB.H.15.H",25,0,0,NA,NA,0,0,NA,NA,"."
"430","HB","2012","H","TR",15,"MT","HB.H.15","HB.H.15.MT",25,6,6,6,6,517.264285714286,21,4.33333333333333,180.833333333333,"."
"431","HB","2012","H","TR",15,"F","HB.H.15","HB.H.15.F",25,3,2,1,1,96.25,4,3.66666666666667,180,"."
"432","HB","2012","H","OTC",16,"M","HB.H.16","HB.H.16.M",25,2,1,0,0,0,0,4,182.5,"."
"433","HB","2012","H","OTC",16,"H","HB.H.16","HB.H.16.H",25,4,4,1,1,34,1,3,180,"."
"434","HB","2012","H","TR",17,"L","HB.H.17","HB.H.17.L",25,0,0,NA,NA,0,0,NA,NA,"."
"435","HB","2012","H","TR",17,"M","HB.H.17","HB.H.17.M",25,0,0,NA,NA,0,0,NA,NA,"."
"436","HB","2012","H","TR",17,"H","HB.H.17","HB.H.17.H",25,0,0,NA,NA,0,0,NA,NA,"."
"437","HB","2012","H","TR",17,"MT","HB.H.17","HB.H.17.MT",25,1,1,1,1,66.9090909090909,3,6,180,"."
"438","HB","2012","H","TR",17,"F","HB.H.17","HB.H.17.F",25,2,2,2,1,63,3,7,195.5,"."
"439","HB","2012","H","TR",18,"M","HB.H.18","HB.H.18.M",25,0,0,NA,NA,0,0,NA,NA,"."
"440","HB","2012","H","TR",18,"H","HB.H.18","HB.H.18.H",25,0,0,NA,NA,0,0,NA,NA,"."
"441","HB","2012","H","TR",19,"L","HB.H.19","HB.H.19.L",25,10,8,0,0,0,0,3,180,"."
"442","HB","2012","H","TR",19,"M","HB.H.19","HB.H.19.M",25,9,8,5,3,49,2,3.22222222222222,181.333333333333,"."
"443","HB","2012","H","TR",19,"H","HB.H.19","HB.H.19.H",25,2,0,0,0,0,0,3,180,"."
"444","HB","2012","H","TR",19,"MT","HB.H.19","HB.H.19.MT",25,16,14,11,8,401.935714285714,16,2.9375,180,"."
"445","HB","2012","H","TR",19,"F","HB.H.19","HB.H.19.F",25,11,7,0,0,0,0,3.54545454545455,180,"."
"446","HB","2012","H","TR",20,"M","HB.H.20","HB.H.20.M",25,10,9,7,2,51,2,3.1,180,"."
"447","HB","2012","H","TR",20,"H","HB.H.20","HB.H.20.H",25,2,2,1,0,0,0,2.5,180,"."
"448","HB","2012","H","TR",21,"L","HB.H.21","HB.H.21.L",25,1,0,0,0,0,0,4,180,"."
"449","HB","2012","H","TR",21,"M","HB.H.21","HB.H.21.M",25,0,0,NA,NA,0,0,NA,NA,"."
"450","HB","2012","H","TR",21,"H","HB.H.21","HB.H.21.H",25,0,0,NA,NA,0,0,NA,NA,"."
"451","HB","2012","H","TR",21,"MT","HB.H.21","HB.H.21.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"452","HB","2012","H","TR",21,"F","HB.H.21","HB.H.21.F",25,0,0,NA,NA,0,0,NA,NA,"."
"453","HB","2012","H","TR",22,"M","HB.H.22","HB.H.22.M",25,0,0,NA,NA,0,0,NA,NA,"."
"454","HB","2012","H","TR",22,"H","HB.H.22","HB.H.22.H",25,0,0,NA,NA,0,0,NA,NA,"."
"455","HB","2012","H","TR",23,"L","HB.H.23","HB.H.23.L",25,1,1,0,0,0,0,5,185,"."
"456","HB","2012","H","TR",23,"M","HB.H.23","HB.H.23.M",25,1,1,1,1,57.3333333333333,2,4,185,"."
"457","HB","2012","H","TR",23,"H","HB.H.23","HB.H.23.H",25,0,0,NA,NA,0,0,NA,NA,"."
"458","HB","2012","H","TR",23,"MT","HB.H.23","HB.H.23.MT",25,3,2,2,1,20,1,3.66666666666667,185,"."
"459","HB","2012","H","TR",23,"F","HB.H.23","HB.H.23.F",25,0,0,NA,NA,0,0,NA,NA,"."
"460","HB","2012","H","TR",24,"M","HB.H.24","HB.H.24.M",25,1,1,1,1,73.8571428571429,3,5,185,"."
"461","HB","2012","H","TR",24,"H","HB.H.24","HB.H.24.H",25,1,1,0,0,0,0,2,185,"."
"462","HB","2012","H","TR",25,"L","HB.H.25","HB.H.25.L",25,16,13,12,2,43.5,2,4.0625,185,"."
"463","HB","2012","H","TR",25,"M","HB.H.25","HB.H.25.M",25,9,8,7,5,517.004761904762,21,4.375,195.666666666667,"."
"464","HB","2012","H","TR",25,"H","HB.H.25","HB.H.25.H",25,9,9,5,5,257.872727272727,10,3.44444444444444,185.777777777778,"."
"465","HB","2012","H","TR",25,"MT","HB.H.25","HB.H.25.MT",25,11,11,9,9,244.466666666667,10,3.63636363636364,187.545454545455,"."
"466","HB","2012","H","TR",25,"F","HB.H.25","HB.H.25.F",25,21,21,15,11,506.8,20,4.04761904761905,187,"."
"467","HB","2012","H","TR",26,"M","HB.H.26","HB.H.26.M",25,6,4,4,2,73,3,5.83333333333333,191,"."
"468","HB","2012","H","TR",26,"H","HB.H.26","HB.H.26.H",25,5,4,3,3,155.4,6,3.8,182.4,"."
"469","HB","2012","H","TR",27,"L","HB.H.27","HB.H.27.L",25,11,11,10,1,15,1,3.90909090909091,185.636363636364,"."
"470","HB","2012","H","TR",27,"M","HB.H.27","HB.H.27.M",25,2,2,1,0,0,0,4,185,"."
"471","HB","2012","H","TR",27,"H","HB.H.27","HB.H.27.H",25,1,1,1,0,0,0,3,185,"."
"472","HB","2012","H","TR",27,"MT","HB.H.27","HB.H.27.MT",25,9,8,8,2,51,2,3.88888888888889,185.777777777778,"."
"473","HB","2012","H","TR",27,"F","HB.H.27","HB.H.27.F",25,1,1,1,1,18,1,5,192,"."
"474","HB","2012","H","OTC",28,"M","HB.H.28","HB.H.28.M",25,4,4,4,3,142.6,6,3.5,185,"."
"475","HB","2012","H","OTC",28,"H","HB.H.28","HB.H.28.H",25,9,8,7,5,107,4,3.11111111111111,185,"."
"476","HB","2012","H","TR",29,"L","HB.H.29","HB.H.29.L",25,2,2,2,0,0,0,3.5,185,"."
"477","HB","2012","H","TR",29,"M","HB.H.29","HB.H.29.M",25,2,2,2,2,64.1666666666667,3,5.5,192,"."
"478","HB","2012","H","TR",29,"H","HB.H.29","HB.H.29.H",25,0,0,NA,NA,0,0,NA,NA,"."
"479","HB","2012","H","TR",29,"MT","HB.H.29","HB.H.29.MT",25,10,9,9,8,252.6,10,4.1,185,"."
"480","HB","2012","H","TR",29,"F","HB.H.29","HB.H.29.F",25,4,4,4,2,32.75,1,4,185,"."
"481","HB","2012","H","TR",30,"M","HB.H.30","HB.H.30.M",25,0,0,NA,NA,0,0,NA,NA,"."
"482","HB","2012","H","TR",30,"H","HB.H.30","HB.H.30.H",25,2,2,2,1,32.5,1,8.5,202.5,"."
"483","HB","2012","A","TR",11,"L","HB.A.11","HB.A.11.L",25,9,9,0,0,0,0,1,186,"."
"484","HB","2012","A","TR",11,"M","HB.A.11","HB.A.11.M",25,2,1,1,0,0,0,1.5,186,"."
"485","HB","2012","A","TR",11,"H","HB.A.11","HB.A.11.H",25,1,1,0,0,0,0,1,186,"."
"486","HB","2012","A","TR",11,"MT","HB.A.11","HB.A.11.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"487","HB","2012","A","TR",11,"F","HB.A.11","HB.A.11.F",25,1,1,0,0,0,0,2,186,"."
"488","HB","2012","A","OTC",12,"M","HB.A.12","HB.A.12.M",25,2,1,0,0,0,0,2,186,"."
"489","HB","2012","A","OTC",12,"H","HB.A.12","HB.A.12.H",25,0,0,NA,NA,0,0,NA,NA,"."
"490","HB","2012","A","TR",13,"L","HB.A.13","HB.A.13.L",25,13,12,0,0,0,0,1.15384615384615,187.846153846154,"."
"491","HB","2012","A","TR",13,"M","HB.A.13","HB.A.13.M",25,3,2,0,0,0,0,1.66666666666667,186,"."
"492","HB","2012","A","TR",13,"H","HB.A.13","HB.A.13.H",25,0,0,NA,NA,0,0,NA,NA,"."
"493","HB","2012","A","TR",13,"MT","HB.A.13","HB.A.13.MT",25,2,2,1,0,0,0,2,192,"."
"494","HB","2012","A","TR",13,"F","HB.A.13","HB.A.13.F",25,3,2,2,1,2,0,1.66666666666667,190.333333333333,"."
"495","HB","2012","A","OTC",14,"M","HB.A.14","HB.A.14.M",25,2,0,0,0,0,0,1,186,"."
"496","HB","2012","A","OTC",14,"H","HB.A.14","HB.A.14.H",25,2,1,0,0,0,0,1.5,186,"."
"497","HB","2012","A","TR",15,"L","HB.A.15","HB.A.15.L",25,1,1,0,0,0,0,1,186,"."
"498","HB","2012","A","TR",15,"M","HB.A.15","HB.A.15.M",25,0,0,NA,NA,0,0,NA,NA,"."
"499","HB","2012","A","TR",15,"H","HB.A.15","HB.A.15.H",25,0,0,NA,NA,0,0,NA,NA,"."
"500","HB","2012","A","TR",15,"MT","HB.A.15","HB.A.15.MT",25,1,1,1,0,0,0,1,192,"."
"501","HB","2012","A","TR",15,"F","HB.A.15","HB.A.15.F",25,0,0,NA,NA,0,0,NA,NA,"."
"502","HB","2012","A","OTC",16,"M","HB.A.16","HB.A.16.M",25,1,1,1,0,0,0,0,186,"."
"503","HB","2012","A","OTC",16,"H","HB.A.16","HB.A.16.H",25,0,0,NA,NA,0,0,NA,NA,"."
"504","HB","2012","A","TR",17,"L","HB.A.17","HB.A.17.L",25,0,0,NA,NA,0,0,NA,NA,"."
"505","HB","2012","A","TR",17,"M","HB.A.17","HB.A.17.M",25,0,0,NA,NA,0,0,NA,NA,"."
"506","HB","2012","A","TR",17,"H","HB.A.17","HB.A.17.H",25,0,0,NA,NA,0,0,NA,NA,"."
"507","HB","2012","A","TR",17,"MT","HB.A.17","HB.A.17.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"508","HB","2012","A","TR",17,"F","HB.A.17","HB.A.17.F",25,0,0,NA,NA,0,0,NA,NA,"."
"509","HB","2012","A","OTC",18,"M","HB.A.18","HB.A.18.M",25,0,0,NA,NA,0,0,NA,NA,"."
"510","HB","2012","A","OTC",18,"H","HB.A.18","HB.A.18.H",25,0,0,NA,NA,0,0,NA,NA,"."
"511","HB","2012","A","TR",19,"L","HB.A.19","HB.A.19.L",25,1,1,0,0,0,0,1,186,"."
"512","HB","2012","A","TR",19,"M","HB.A.19","HB.A.19.M",25,2,2,0,0,0,0,2,189,"."
"513","HB","2012","A","TR",19,"H","HB.A.19","HB.A.19.H",25,2,2,0,0,0,0,3.5,210,"."
"514","HB","2012","A","TR",19,"MT","HB.A.19","HB.A.19.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"515","HB","2012","A","TR",19,"F","HB.A.19","HB.A.19.F",25,0,0,NA,NA,0,0,NA,NA,"."
"516","HB","2012","A","OTC",20,"M","HB.A.20","HB.A.20.M",25,1,1,1,0,0,0,1,192,"."
"517","HB","2012","A","OTC",20,"H","HB.A.20","HB.A.20.H",25,2,2,0,0,0,0,3.5,202.5,"."
"518","HB","2012","A","TR",21,"L","HB.A.21","HB.A.21.L",25,10,7,1,0,0,0,1.9,192.7,"."
"519","HB","2012","A","TR",21,"M","HB.A.21","HB.A.21.M",25,1,1,0,0,0,0,1,186,"."
"520","HB","2012","A","TR",21,"H","HB.A.21","HB.A.21.H",25,0,0,NA,NA,0,0,NA,NA,"."
"521","HB","2012","A","TR",21,"MT","HB.A.21","HB.A.21.MT",25,1,0,0,0,0,0,1,186,"."
"522","HB","2012","A","TR",21,"F","HB.A.21","HB.A.21.F",25,1,1,1,1,3,0,1,186,"."
"523","HB","2012","A","OTC",22,"M","HB.A.22","HB.A.22.M",25,8,7,4,3,152.416666666667,6,2.25,191,"."
"524","HB","2012","A","OTC",22,"H","HB.A.22","HB.A.22.H",25,0,0,NA,NA,0,0,NA,NA,"."
"525","HB","2012","A","TR",23,"L","HB.A.23","HB.A.23.L",25,0,0,NA,NA,0,0,NA,NA,"."
"526","HB","2012","A","TR",23,"M","HB.A.23","HB.A.23.M",25,0,0,NA,NA,0,0,NA,NA,"."
"527","HB","2012","A","TR",23,"H","HB.A.23","HB.A.23.H",25,0,0,NA,NA,0,0,NA,NA,"."
"528","HB","2012","A","TR",23,"MT","HB.A.23","HB.A.23.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"529","HB","2012","A","TR",23,"F","HB.A.23","HB.A.23.F",25,3,3,0,0,0,0,2.33333333333333,186,"."
"530","HB","2012","A","OTC",24,"M","HB.A.24","HB.A.24.M",25,0,0,NA,NA,0,0,NA,NA,"."
"531","HB","2012","A","OTC",24,"H","HB.A.24","HB.A.24.H",25,0,0,NA,NA,0,0,NA,NA,"."
"532","HB","2012","A","TR",25,"L","HB.A.25","HB.A.25.L",25,1,1,0,0,0,0,1,186,"."
"533","HB","2012","A","TR",25,"M","HB.A.25","HB.A.25.M",25,0,0,NA,NA,0,0,NA,NA,"."
"534","HB","2012","A","TR",25,"H","HB.A.25","HB.A.25.H",25,0,0,NA,NA,0,0,NA,NA,"."
"535","HB","2012","A","TR",25,"MT","HB.A.25","HB.A.25.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"536","HB","2012","A","TR",25,"F","HB.A.25","HB.A.25.F",25,0,0,NA,NA,0,0,NA,NA,"."
"537","HB","2012","A","OTC",26,"M","HB.A.26","HB.A.26.M",25,0,0,NA,NA,0,0,NA,NA,"."
"538","HB","2012","A","OTC",26,"H","HB.A.26","HB.A.26.H",25,0,0,NA,NA,0,0,NA,NA,"."
"539","HB","2012","A","TR",27,"L","HB.A.27","HB.A.27.L",25,0,0,NA,NA,0,0,NA,NA,"."
"540","HB","2012","A","TR",27,"M","HB.A.27","HB.A.27.M",25,0,0,NA,NA,0,0,NA,NA,"."
"541","HB","2012","A","TR",27,"H","HB.A.27","HB.A.27.H",25,0,0,NA,NA,0,0,NA,NA,"."
"542","HB","2012","A","TR",27,"MT","HB.A.27","HB.A.27.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"543","HB","2012","A","TR",27,"F","HB.A.27","HB.A.27.F",25,0,0,NA,NA,0,0,NA,NA,"."
"544","HB","2012","A","OTC",28,"M","HB.A.28","HB.A.28.M",25,0,0,NA,NA,0,0,NA,NA,"."
"545","HB","2012","A","OTC",28,"H","HB.A.28","HB.A.28.H",25,0,0,NA,NA,0,0,NA,NA,"."
"546","HB","2012","A","TR",29,"L","HB.A.29","HB.A.29.L",25,0,0,NA,NA,0,0,NA,NA,"."
"547","HB","2012","A","TR",29,"M","HB.A.29","HB.A.29.M",25,0,0,NA,NA,0,0,NA,NA,"."
"548","HB","2012","A","TR",29,"H","HB.A.29","HB.A.29.H",25,0,0,NA,NA,0,0,NA,NA,"."
"549","HB","2012","A","TR",29,"MT","HB.A.29","HB.A.29.MT",25,0,0,NA,NA,0,0,NA,NA,"."
"550","HB","2012","A","TR",29,"F","HB.A.29","HB.A.29.F",25,0,0,NA,NA,0,0,NA,NA,"."
"551","HB","2012","A","OTC",30,"M","HB.A.30","HB.A.30.M",25,0,0,NA,NA,0,0,NA,NA,"."
"552","HB","2012","A","OTC",30,"H","HB.A.30","HB.A.30.H",25,0,0,NA,NA,0,0,NA,NA,"."
"553","HB","2013","L","TR",31,"L","HB.L.31","HB.L.31.L",25,9,9,0,0,0,0,4,152,"."
"554","HB","2013","L","TR",31,"M","HB.L.31","HB.L.31.M",25,11,11,0,0,0,0,4.54545454545455,152,"."
"555","HB","2013","L","TR",31,"H","HB.L.31","HB.L.31.H",25,6,6,0,0,0,0,4.33333333333333,152,"."
"556","HB","2013","L","TR",32,"M","HB.L.32","HB.L.32.M",25,8,8,0,0,0,0,4.5,152,"."
"557","HB","2013","M","TR",31,"L","HB.M.31","HB.M.31.L",25,15,15,4,0,0,0,2.8,159.933333333333,"."
"558","HB","2013","M","TR",31,"M","HB.M.31","HB.M.31.M",25,15,15,11,0,0,0,2.86666666666667,157.466666666667,"."
"559","HB","2013","M","TR",31,"H","HB.M.31","HB.M.31.H",25,18,18,16,5,127.75,5,2.22222222222222,155.555555555556,"."
"560","HB","2013","M","TR",32,"L","HB.M.32","HB.M.32.L",25,9,9,1,0,0,0,2.22222222222222,160.222222222222,"."
"561","HB","2013","M","TR",32,"M","HB.M.32","HB.M.32.M",25,6,6,3,0,0,0,2,155,"."
"562","HB","2013","M","TR",32,"H","HB.M.32","HB.M.32.H",25,4,4,1,0,0,0,2.5,155,"."
"563","HB","2013","M","TR",33,"L","HB.M.33","HB.M.33.L",25,4,4,1,0,0,0,2,155,"."
"564","HB","2013","M","TR",33,"M","HB.M.33","HB.M.33.M",25,3,3,2,0,0,0,2.66666666666667,155,"."
"565","HB","2013","M","TR",33,"H","HB.M.33","HB.M.33.H",25,3,3,2,0,0,0,3.33333333333333,158.333333333333,"."
"566","HB","2013","M","TR",34,"L","HB.M.34","HB.M.34.L",25,2,2,1,0,0,0,2.5,160,"."
"567","HB","2013","M","TR",34,"M","HB.M.34","HB.M.34.M",25,2,2,2,0,0,0,2.5,155,"."
"568","HB","2013","M","TR",34,"H","HB.M.34","HB.M.34.H",25,3,3,2,2,93.75,4,3,175.666666666667,"."
"569","HB","2013","H","TR",31,"L","HB.H.31","HB.H.31.L",25,8,8,7,3,228.5,9,4.75,192.875,"."
"570","HB","2013","H","TR",31,"M","HB.H.31","HB.H.31.M",25,15,15,12,10,621.933333333333,25,4.8,192,"."
"571","HB","2013","H","TR",31,"H","HB.H.31","HB.H.31.H",25,5,5,4,4,200,8,5.6,192,"."
"572","HB","2013","H","TR",31,"MT","HB.H.31","HB.H.31.MT",25,15,15,11,9,469.833333333333,19,5,194.333333333333,"."
"573","HB","2013","H","TR",31,"F","HB.H.31","HB.H.31.F",25,11,11,10,8,339.666666666667,14,4.54545454545455,192,"."
"574","HB","2013","H","OTC",32,"M","HB.H.32","HB.H.32.M",25,13,13,13,12,1081.8,43,5.76923076923077,191,"."
"575","HB","2013","H","OTC",32,"H","HB.H.32","HB.H.32.H",25,13,13,10,10,448.216666666667,18,4.76923076923077,191,"."
"576","HB","2013","H","OTC",32,"MT","HB.H.32","HB.H.32.MT",25,16,16,16,16,655.293333333333,26,5.3125,191,"."
"577","HB","2013","H","TR",33,"L","HB.H.33","HB.H.33.L",25,7,7,6,1,75,3,5.28571428571429,193,"."
"578","HB","2013","H","TR",33,"M","HB.H.33","HB.H.33.M",25,11,11,11,8,568.883333333333,23,5.36363636363636,192,"."
"579","HB","2013","H","TR",33,"H","HB.H.33","HB.H.33.H",25,8,8,6,5,221.083333333333,9,4.75,192.875,"."
"580","HB","2013","H","TR",33,"MT","HB.H.33","HB.H.33.MT",25,11,11,8,7,317.166666666667,13,4.45454545454545,192,"."
"581","HB","2013","H","TR",33,"F","HB.H.33","HB.H.33.F",25,12,12,9,9,307.75,12,5,192,"."
"582","HB","2013","H","OTC",34,"M","HB.H.34","HB.H.34.M",25,14,14,12,12,1075.2,43,4.85714285714286,191,"."
"583","HB","2013","H","OTC",34,"H","HB.H.34","HB.H.34.H",25,15,15,14,14,1003,40,4.53333333333333,191,"."
"584","HB","2013","H","OTC",34,"MT","HB.H.34","HB.H.34.MT",25,15,15,13,12,496.333333333333,20,5.2,192.466666666667,"."
"585","HB","2013","H","TR",35,"L","HB.H.35","HB.H.35.L",25,5,5,3,2,117.4,5,4.8,191.8,"."
"586","HB","2013","H","TR",35,"M","HB.H.35","HB.H.35.M",25,12,12,8,6,465,19,4.25,192.583333333333,"."
"587","HB","2013","H","TR",35,"H","HB.H.35","HB.H.35.H",25,6,6,6,6,366.083333333333,15,5.33333333333333,193.166666666667,"."
"588","HB","2013","H","TR",35,"MT","HB.H.35","HB.H.35.MT",25,4,4,2,2,100,4,4.75,192,"."
"589","HB","2013","H","TR",35,"F","HB.H.35","HB.H.35.F",25,9,9,4,3,76,3,5.77777777777778,192,"."
"590","HB","2013","H","OTC",36,"M","HB.H.36","HB.H.36.M",25,7,7,3,3,297.75,12,4,190,"."
"591","HB","2013","H","OTC",36,"H","HB.H.36","HB.H.36.H",25,7,7,6,5,206,8,5,190,"."
"592","HB","2013","H","OTC",36,"MT","HB.H.36","HB.H.36.MT",25,11,11,9,9,388.533333333333,16,4.63636363636364,190,"."
"593","HB","2013","H","TR",37,"L","HB.H.37","HB.H.37.L",25,5,5,3,1,0,0,6,200.6,"."
"594","HB","2013","H","TR",37,"M","HB.H.37","HB.H.37.M",25,4,4,2,1,14.5,1,4.5,190,"."
"595","HB","2013","H","TR",37,"H","HB.H.37","HB.H.37.H",25,6,6,5,5,467.4,19,5.5,191.5,"."
"596","HB","2013","H","TR",37,"MT","HB.H.37","HB.H.37.MT",25,1,1,1,1,46,2,6,190,"."
"597","HB","2013","H","TR",37,"F","HB.H.37","HB.H.37.F",25,6,6,5,5,308.166666666667,12,6.16666666666667,190,"."
"598","HB","2013","H","OTC",38,"M","HB.H.38","HB.H.38.M",25,5,5,5,5,1316.55,53,6.8,190,"."
"599","HB","2013","H","OTC",38,"H","HB.H.38","HB.H.38.H",25,5,5,4,4,266.6,11,6.8,198.8,"."
"600","HB","2013","H","OTC",38,"MT","HB.H.38","HB.H.38.MT",25,11,11,9,9,2138.03333333333,86,7.72727272727273,192.454545454545,"."
"601","HB","2013","H","TR",39,"L","HB.H.39","HB.H.39.L",25,3,3,3,0,0,0,8,193,"."
"602","HB","2013","H","TR",39,"M","HB.H.39","HB.H.39.M",25,7,7,6,2,50.5,2,8.14285714285714,193.857142857143,"."
"603","HB","2013","H","TR",39,"H","HB.H.39","HB.H.39.H",25,5,5,5,5,415.3,17,8,195.8,"."
"604","HB","2013","H","TR",39,"MT","HB.H.39","HB.H.39.MT",25,9,9,6,4,188.666666666667,8,7,201.333333333333,"."
"605","HB","2013","H","TR",39,"F","HB.H.39","HB.H.39.F",25,9,9,9,6,177.666666666667,7,8.11111111111111,193,"."
"606","HB","2013","H","OTC",40,"M","HB.H.40","HB.H.40.M",25,5,5,5,5,1075.33333333333,43,7.6,191,"."
"607","HB","2013","H","OTC",40,"H","HB.H.40","HB.H.40.H",25,6,6,5,4,476.285714285714,19,7.5,191,"."
"608","HB","2013","H","OTC",40,"MT","HB.H.40","HB.H.40.MT",25,9,9,7,7,745.416666666667,30,6.77777777777778,191.888888888889,"."
"609","HB","2013","H","TR",41,"L","HB.H.41","HB.H.41.L",25,2,2,1,0,0,0,4.5,190,"."
"610","HB","2013","H","TR",41,"M","HB.H.41","HB.H.41.M",25,1,1,1,1,23,1,5,190,"."
"611","HB","2013","H","TR",41,"H","HB.H.41","HB.H.41.H",25,2,2,1,1,41,2,6,190,"."
"612","HB","2013","H","TR",41,"MT","HB.H.41","HB.H.41.MT",25,1,1,1,1,10,0,5,190,"."
"613","HB","2013","H","TR",41,"F","HB.H.41","HB.H.41.F",25,9,9,7,0,0,0,5.88888888888889,190,"."
"614","HB","2013","H","OTC",42,"M","HB.H.42","HB.H.42.M",25,7,7,1,1,74,3,4.85714285714286,190,"."
"615","HB","2013","H","OTC",42,"H","HB.H.42","HB.H.42.H",25,3,3,2,2,158.333333333333,6,5.33333333333333,190,"."
"616","HB","2013","H","OTC",42,"MT","HB.H.42","HB.H.42.MT",25,8,8,2,1,2,0,5.375,190,"."
"617","HB","2013","H","TR",43,"L","HB.H.43","HB.H.43.L",25,5,5,2,0,0,0,5.4,191.8,"."
"618","HB","2013","H","TR",43,"M","HB.H.43","HB.H.43.M",25,9,9,7,3,99,4,5,190,"."
"619","HB","2013","H","TR",43,"H","HB.H.43","HB.H.43.H",25,1,1,1,1,36,1,7,190,"."
"620","HB","2013","H","TR",43,"MT","HB.H.43","HB.H.43.MT",25,10,10,8,5,144.75,6,6,191.7,"."
"621","HB","2013","H","TR",43,"F","HB.H.43","HB.H.43.F",25,4,4,3,2,31,1,5.5,190,"."
"622","HB","2013","H","OTC",44,"M","HB.H.44","HB.H.44.M",25,8,8,8,8,1279.60476190476,51,6.875,190,"."
"623","HB","2013","H","OTC",44,"H","HB.H.44","HB.H.44.H",25,5,5,5,4,115.5,5,6,190,"."
"624","HB","2013","H","OTC",44,"MT","HB.H.44","HB.H.44.MT",25,12,12,11,8,635.466666666667,25,6.16666666666667,190.75,"."
"625","HB","2013","H","TR",45,"L","HB.H.45","HB.H.45.L",25,9,9,6,0,0,0,5,190,"."
"626","HB","2013","H","TR",45,"M","HB.H.45","HB.H.45.M",25,15,15,15,2,66,3,6.06666666666667,190,"."
"627","HB","2013","H","TR",45,"H","HB.H.45","HB.H.45.H",25,1,1,0,0,0,0,4,190,"."
"628","HB","2013","H","TR",45,"MT","HB.H.45","HB.H.45.MT",25,6,6,4,1,21,1,4.66666666666667,190,"."
